0.5,0.021517038345336914,0.011770009994506836,0.01129007339477539,0.011311054229736328,0.011332035064697266
1.0,0.013210058212280273,0.011835098266601562,0.016609907150268555,0.012041807174682617,0.01180887222290039
2.0,0.012666940689086914,0.014159917831420898,0.0128631591796875,0.012267112731933594,0.012286901473999023
4.0,0.015540838241577148,0.014374971389770508,0.015102863311767578,0.013765096664428711,0.014059066772460938
8.0,0.017151832580566406,0.01663994789123535,0.015879154205322266,0.017499923706054688,0.015804052352905273
16.0,0.027460098266601562,0.026808977127075195,0.026921987533569336,0.026842117309570312,0.028404951095581055
32.0,0.04319596290588379,0.04413890838623047,0.043766021728515625,0.04390287399291992,0.04376506805419922
64.0,0.0697779655456543,0.0687859058380127,0.0693669319152832,0.06911921501159668,0.06858706474304199
128.0,0.11727094650268555,0.11942601203918457,0.11789894104003906,0.11772298812866211,0.11911606788635254
256.0,0.22789597511291504,0.22858500480651855,0.23490190505981445,0.22229909896850586,0.22693586349487305
512.0,0.4286539554595947,0.4245169162750244,0.4307429790496826,0.42348408699035645,0.4378368854522705
1024.0,0.8195860385894775,0.8554720878601074,0.8096840381622314,0.7953901290893555,0.7874698638916016
2048.0,1.5488779544830322,1.601064920425415,1.6970608234405518,1.6829149723052979,1.6743459701538086
