0.5,0.028242826461791992,0.02209305763244629,0.01706719398498535,0.015559911727905273,0.014044046401977539
1.0,0.019855022430419922,0.022169113159179688,0.0189359188079834,0.018574953079223633,0.02131199836730957
2.0,0.030360937118530273,0.024655818939208984,0.030485153198242188,0.026152849197387695,0.025419950485229492
4.0,0.03853297233581543,0.0368800163269043,0.04102897644042969,0.03979206085205078,0.040361881256103516
8.0,0.06464505195617676,0.061012983322143555,0.06130409240722656,0.0643150806427002,0.061530113220214844
16.0,0.11570906639099121,0.11239790916442871,0.11578798294067383,0.1128699779510498,0.10804390907287598
32.0,0.22080302238464355,0.22021198272705078,0.2061769962310791,0.22282099723815918,0.2142641544342041
64.0,0.41657495498657227,0.4021780490875244,0.4241480827331543,0.4254329204559326,0.41780996322631836
128.0,0.8013300895690918,0.8051059246063232,0.795341968536377,0.7952070236206055,0.7848629951477051
256.0,1.590036153793335,1.552583932876587,1.5946440696716309,1.5562610626220703,1.6015570163726807
512.0,3.343064785003662,3.1109650135040283,3.1521317958831787,3.1198890209198,3.140422821044922
1024.0,11.394717931747437,11.707394123077393,11.629542112350464,11.599971055984497,11.660992860794067
2048.0,24.301698923110962,23.43032693862915,23.57111406326294,23.70513105392456,23.547511100769043
