SynapseID,FromSegmentID,ToSegmentID,xPosition,yPosition,zPosition
694,16508,16361,20.57,50.74,34.74
695,16484,15502,23.71,47.52,34.86
696,13824,10016,37.44,56.83,34.74
697,13907,10013,37.58,56.3,34.8
698,16355,16698,17.04,47.9,34.83
699,16613,10013,21.36,49.68,34.77
700,15866,13228,29.18,45.74,34.77
701,13786,13183,28.06,53.02,34.8
702,14076,10014,29.81,49.2,34.8
703,14133,13189,34.44,57.14,34.8
704,13848,13202,34.99,56.18,34.83
705,16700,12531,18,43.94,34.83
706,16338,13154,18.94,50.47,34.83
707,16165,16163,21.22,51.6,34.83
708,13721,16407,24.43,47.38,34.8
709,14227,14809,27.62,46.92,34.86
710,16678,12531,20.62,44.74,34.92
711,14740,10018,21.26,50.23,34.92
712,16492,13228,25.46,48.98,34.89
713,14182,16672,25.66,54.29,34.89
714,14007,13154,28.75,54.14,34.86
715,13689,10017,31.92,55.22,34.83
716,13907,13181,36.77,54.65,34.89
717,16273,10016,17.35,48.89,35.1
718,16655,16235,19.06,45.29,34.92
719,14156,16673,21.14,47.04,34.92
720,16682,16497,24.26,47.93,34.86
721,14037,13218,26.45,52.9,35.16
722,14258,14651,31.94,47.59,35.01
723,14089,14651,38.3,51.24,34.98
724,16638,10013,18.17,49.01,34.95
725,14452,10013,21.29,52.06,34.98
726,13752,10016,22.25,46.15,34.98
727,14471,14429,29.86,47.57,34.98
728,13716,13154,31.34,55.61,35.04
729,14415,14806,32.71,47.74,34.95
730,13718,13195,35.74,56.26,35.01
731,13702,13181,35.76,55.13,34.89
732,13829,14651,37.08,51.62,35.01
733,16517,10014,23.5,50.28,35.04
734,14558,13228,23.66,48.26,34.95
735,14356,14665,27.41,54.82,34.98
736,14239,10014,37.49,50.02,35.19
737,14558,10016,25.39,47.33,35.01
738,14145,13198,26.33,49.63,34.98
739,14036,13183,28.99,54.65,34.98
740,13857,13188,32.88,55.39,35.01
741,13970,14810,34.49,56.74,35.01
742,15273,13228,26.93,47.52,35.04
743,13854,10017,30.7,54.62,35.04
744,14967,10016,31.3,54.6,35.04
745,14083,13181,33.46,48.86,35.22
746,14201,16646,17.21,48.1,35.04
747,16501,16673,20.14,44.18,35.07
748,13721,16178,25.32,47.66,35.07
749,14199,13228,26.02,47.66,35.16
750,13703,10016,36.41,55.87,35.07
751,13822,10014,38.76,52.01,35.04
752,13982,10016,39.43,52.37,35.04
753,13870,13187,29.38,50.93,35.16
754,13688,10016,31.39,53.9,35.07
755,13703,13190,34.13,56.18,35.13
756,13837,13201,37.94,55.9,35.04
757,13839,13197,39.02,51.14,35.07
758,16584,10018,17.26,49.85,35.19
759,16508,16361,19.2,48.91,35.16
760,14069,16407,22.66,51.05,35.1
761,16459,16163,25.78,49.51,35.16
762,13751,10014,27.84,49.63,35.1
763,14471,14429,29.06,47.42,35.16
764,13716,13154,32.4,55.66,35.1
765,13706,13182,34.44,54.72,35.16
766,13912,10013,38.06,55.63,35.1
767,13825,14748,38.86,57.12,35.16
768,16467,10016,20.09,51.53,35.13
769,15318,13228,28.58,47.06,35.22
770,13845,15217,29.78,48.1,35.22
771,13777,13206,30.58,52.7,35.16
772,14072,12323,35.14,57.17,35.13
773,16518,10016,19.49,46.27,35.31
774,16419,16407,20.88,49.56,35.22
775,16410,16519,21.65,45.5,35.13
776,10866,12323,25.2,53.06,35.25
777,13930,12323,29.83,53.66,35.16
778,15367,12531,30.12,45.65,35.19
779,13834,10017,33.98,56.95,35.19
780,14005,13201,34.66,57.12,35.16
781,13957,10017,34.85,56.52,35.16
782,14133,10016,36.86,55.66,35.13
783,16245,10016,19.25,50.69,35.22
784,14740,10016,21,50.42,35.22
785,11399,10016,26.45,51.96,35.25
786,14198,10014,27.55,48.14,35.37
787,14198,10014,27.86,47.76,35.22
788,13688,13183,31.2,54.12,35.49
789,13854,10013,33.58,54.96,35.22
790,15289,10014,34.34,48.38,35.22
791,14052,10016,36.86,56.06,35.22
792,16682,16601,25.1,47.28,35.19
793,14072,12323,26.06,53.95,35.28
794,10864,10013,28.27,53.11,35.22
795,13843,14809,28.32,48.38,35.28
796,14074,15331,28.7,45.41,35.28
797,13689,12323,31.22,55.3,35.28
798,13907,13190,37.61,55.94,35.25
799,13975,13181,38.64,56.06,35.22
800,16195,10018,17.04,47.62,35.25
801,16255,10016,18.77,45.72,35.37
802,16683,16243,22.85,47.9,35.31
803,14740,10014,24.34,52.32,35.25
804,13786,10014,33.84,47.57,35.37
805,14089,10014,38.5,51.17,35.25
806,16214,16407,19.99,51.31,35.31
807,16338,16407,20.23,49.73,35.28
808,14145,16672,24.72,53.98,35.28
809,14145,13212,26.88,50.14,35.52
810,13786,13183,33.94,47.95,35.31
811,14090,13213,36.77,50.14,35.37
812,16293,12531,20.52,45.46,35.34
813,16505,16263,21.53,47.26,35.37
814,13752,10016,21.7,46.3,35.4
815,15273,16243,22.9,48.98,35.34
816,16394,10016,24.41,51.36,35.49
817,13740,13207,30.36,51.12,35.46
818,13691,13183,32.45,52.9,35.4
819,15643,13225,38.3,47.88,35.37
820,16605,16695,17.45,44.14,35.31
821,16505,16178,21.6,48.48,35.43
822,14967,13183,30.77,55.73,35.37
823,14394,10014,31.68,48.72,35.43
824,13815,13192,35.28,52.2,35.46
825,16605,16671,19.61,43.73,35.43
826,16215,10013,19.87,48.89,35.37
827,13771,13183,29.4,53.93,35.43
828,13731,14803,31.63,50.33,35.46
829,13702,10017,33.79,54.58,35.37
830,15313,13230,33.96,48.43,35.46
831,13839,13181,38.83,52.54,35.43
832,15206,13197,39.74,49.06,35.58
833,16376,16407,22.22,48,35.4
834,16542,14429,25.32,46.68,35.46
835,14074,10016,28.42,49.1,35.4
836,15974,15676,28.54,44.98,35.46
837,14111,14802,31.82,56.16,35.4
838,13768,13192,33.72,49.99,35.52
839,14558,10013,19.94,49.97,35.46
840,10866,10016,25.18,52.03,35.46
841,13732,13217,27.02,53.54,35.46
842,13876,10016,27.89,52.37,35.52
843,13785,13187,30.1,48.89,35.43
844,13925,13198,30.26,51.77,35.46
845,15281,14806,35.09,47.47,35.58
846,14088,10016,36.02,50.83,35.52
847,14541,13197,37.2,49.68,35.49
848,14179,10014,39.1,51.24,35.55
849,16215,16670,17.83,44.9,35.46
850,16286,16670,18.19,43.78,35.52
851,16691,16178,21.86,44.47,35.61
852,15667,15676,28.54,46.54,35.46
853,13702,10017,31.82,53.69,35.46
854,16295,12531,18.62,44.23,35.73
855,16658,13154,18.96,50.35,35.58
856,16484,10018,20.64,48.74,35.49
857,13844,10016,29.04,50.5,35.55
858,13966,14802,29.4,55.06,35.55
859,14573,10014,30.5,48.1,35.58
860,14456,10014,32.23,47.76,35.58
861,14456,12531,32.28,47.28,35.58
862,13918,14808,32.98,46.82,35.52
863,14192,13183,33.24,49.39,35.52
864,13708,10014,38.21,52.06,35.7
865,16362,10018,19.2,49.25,35.55
866,16675,10013,22.37,49.85,35.52
867,13771,13191,31.87,51.31,35.58
868,13948,13193,32.16,53.95,35.55
869,14047,13186,37.34,56.52,35.52
870,14074,13225,40.44,53.38,35.55
871,16273,10013,17.38,48.84,35.61
872,16543,10018,20.45,51.29,35.61
873,16314,10013,20.81,51.14,35.64
874,16613,10016,21.72,49.22,35.61
875,14505,10014,28.85,47.52,35.61
876,14354,14429,29.98,47.88,35.52
877,13688,10013,31.68,54.36,35.61
878,14083,14651,32.95,48.53,35.64
879,14224,15129,33.17,47.21,35.52
880,14414,10014,35.04,49.8,35.64
881,14131,13181,37.22,57.1,35.58
882,16279,16637,18.19,44.54,35.58
883,14558,16361,19.63,49.92,35.64
884,16479,10013,23.23,50.83,35.61
885,14496,13228,25.63,49.13,35.61
886,14558,10014,25.78,46.99,35.58
887,14095,13182,32.26,55.27,35.61
888,13716,14802,32.42,55.82,35.58
889,13857,13197,32.81,55.56,35.61
890,14133,13205,37.54,55.66,35.58
891,14178,10014,40.54,51.43,35.67
892,15867,10016,21.48,49.7,35.64
893,13874,10014,28.51,49.54,35.61
894,13702,13195,34.1,54.05,35.64
895,13702,13199,35.26,55.13,35.52
896,14074,13226,39.55,53.33,35.61
897,13979,13214,41.06,54.48,35.61
898,15425,12531,29.21,45.62,35.64
899,14105,14802,39.36,57.41,35.73
900,14410,13192,39.72,51.34,35.67
901,15230,10014,41.14,49.56,35.76
902,14071,12323,24.55,53.78,35.67
903,14496,13228,24.96,49.44,35.7
904,14204,14809,26.23,49.46,35.67
905,13771,13154,27.98,54.86,35.76
906,13716,14802,31.42,55.75,35.67
907,13831,13230,34.49,50.45,35.82
908,13762,13190,35.02,54.74,35.7
909,13819,13181,35.38,50.35,35.76
910,15694,13223,36.12,46.73,35.85
911,15722,12531,36.7,47.3,35.7
912,16427,10013,20.35,48.29,35.76
913,14499,14809,24.1,47.06,35.7
914,14062,13207,25.8,52.13,35.82
915,15867,10016,26.52,47.83,35.73
916,14558,10014,28.01,47.18,35.82
917,14071,10013,29.88,54.79,35.73
918,13772,10013,31.03,51.67,35.7
919,14088,13195,35.86,50.86,35.82
920,14056,13216,38.26,55.8,35.7
921,16613,10013,22.85,49.63,35.85
922,13940,13154,27.91,51.65,35.73
923,14228,13211,38.09,50.21,35.76
924,14118,13211,39.46,48.74,35.79
925,16284,10014,25.68,46.42,35.76
926,14081,13187,29.14,49.8,35.82
927,13732,13218,27.14,53.66,35.79
928,14071,10013,29.59,54.7,35.85
929,14256,13213,33.7,49.27,35.76
930,13771,14803,34.73,48.77,35.79
931,13975,13189,38.93,55.68,35.76
932,13968,13186,39.86,55.82,35.82
933,13839,13214,40.66,54.29,35.79
934,14389,10018,28.42,54.02,35.82
935,12272,13210,37.03,47.06,35.82
936,13708,13195,37.39,54.5,35.82
937,13957,10014,40.1,54.62,35.85
938,16684,16568,17.74,49.2,35.88
939,16577,10013,18.96,46.8,35.85
940,13716,10016,34.27,53.26,35.91
941,14128,14418,41.18,54.19,35.85
942,14148,13217,25.66,53.06,35.91
943,14198,14809,27.19,47.9,35.91
944,14071,13202,32.9,55.27,35.88
945,14052,10013,38.23,55.32,35.91
946,14692,14807,39.77,49.56,35.91
947,16622,10016,23.14,50.04,35.94
948,13810,13195,35.62,55.37,35.94
949,10864,10016,37.42,56.06,35.94
950,10864,14802,37.75,57.22,35.94
951,14121,13181,38.02,56.4,35.91
952,13789,13190,38.54,53.66,35.94
953,16613,10013,22.63,51,35.97
954,14080,13198,29.04,50.83,35.97
955,13974,13216,38.16,57.14,35.97
956,16574,10014,23.93,49.68,36.18
957,15867,14429,26.64,47.3,36.24
958,15643,13225,39.26,48.79,36.18
959,16574,14429,24.5,48.94,36.18
960,14044,13207,26.78,51.41,36.3
961,13965,10016,38.59,57.6,36.21
962,13968,13192,38.95,55.01,36.15
963,14410,13192,40.92,53.52,36.27
964,16437,16367,24.26,47.14,36.33
965,16437,15676,25.01,46.82,36.18
966,13755,13187,28.54,49.99,36.21
967,13789,13186,38.66,52.87,36.27
968,15369,13192,40.92,49.27,36.21
969,16584,16624,19.58,50.52,36.18
970,16305,16407,20.35,49.13,36.24
971,16550,16317,24.43,49.49,36.33
972,13844,14802,27.84,54.43,36.27
973,13918,10013,29.64,52.03,36.24
974,13787,13183,30.53,50.45,36.24
975,13875,10013,30.79,53.3,36.24
976,14149,13198,31.87,50.81,36.24
977,15272,14806,32.04,48.65,36.24
978,13856,10013,34.42,55.13,36.24
979,15093,14806,34.94,47.14,36.24
980,14054,10016,38.38,56.52,36.27
981,13838,12531,38.66,48.82,36.21
982,16427,10013,21.77,50.83,36.27
983,16254,10014,25.46,48.36,36.3
984,14162,13207,31.25,49.73,36.33
985,13830,10016,37.49,54.05,36.33
986,14228,14651,34.87,50.14,36.3
987,13823,10016,37.8,55.44,36.39
988,15708,15676,28.37,46.58,36.27
989,14066,10014,28.94,48.6,36.36
990,14513,15155,29.18,48.07,36.39
991,14688,10017,29.54,55.08,36.3
992,13771,13183,35.16,48.86,36.33
993,14049,13205,36.22,55.97,36.33
994,13960,14801,37.54,51.72,36.36
995,12272,13225,37.82,47.38,36.33
996,16694,16670,18.72,45.55,36.33
997,16284,16367,21.72,49.25,36.42
998,15799,16317,23.54,49.2,36.33
999,13755,13212,27.22,49.54,36.63
1000,13935,13187,27.26,52.58,36.36
1001,13994,13200,39.84,55.34,36.36
1002,16396,16361,18.77,47.23,36.57
1003,16632,10013,20.28,50.16,36.36
1004,16293,16636,21.02,46.22,36.42
1005,14228,14651,28.82,45.72,36.39
1006,15319,15155,30.46,47.42,36.36
1007,13758,10013,32.23,54,36.39
1008,13838,14802,37.58,56.54,36.39
1009,14048,13181,37.94,56.3,36.39
1010,16413,12531,18.36,43.73,36.42
1011,15691,15217,28.25,45.89,36.36
1012,13902,13198,32.33,51.48,36.39
1013,16437,15676,24.72,47.11,36.45
1014,14228,10014,29.83,47.02,36.51
1015,14354,14808,30.12,47.69,36.42
1016,15270,13222,31.87,47.21,36.39
1017,14154,13183,35.95,47.45,36.42
1018,14865,12282,41.54,50.14,36.48
1019,13901,13228,26.09,50.64,36.48
1020,16550,10016,26.26,50.33,36.45
1021,14468,13206,26.45,51.55,36.48
1022,13785,14806,31.44,47.59,36.51
1023,14163,13183,31.78,49.85,36.51
1024,13755,10014,33.34,51.77,36.45
1025,13848,13201,35.95,55.87,36.48
1026,16172,16673,19.61,44.16,36.54
1027,16165,16497,21.62,48.72,36.48
1028,15100,14651,41.62,49.61,36.48
1029,15867,14802,21.29,50.38,36.54
1030,14499,16263,22.58,46.82,36.54
1031,14077,13207,29.45,49.25,36.54
1032,13688,10016,30.43,52.34,36.69
1033,13731,13206,31.73,50.54,36.57
1034,13789,13204,38.16,52.44,36.51
1035,14063,10016,25.54,50.98,36.63
1036,13742,10013,28.25,49.68,36.54
1037,14394,12531,30.91,47.23,36.6
1038,13713,13185,34.18,53.04,36.51
1039,13819,13213,36.38,52.06,36.6
1040,14154,13197,36.74,49.3,36.84
1041,13928,13189,37.22,52.01,36.54
1042,13822,14802,39.58,54.96,36.54
1043,16210,10016,17.71,43.73,36.6
1044,14047,13207,28.99,52.42,36.6
1045,14505,13228,29.98,48.38,36.57
1046,14466,14803,33.29,49.51,36.6
1047,13891,13226,33.82,54.62,36.75
1048,13717,13185,34.39,53.14,36.66
1049,14154,14806,35.98,47.3,36.57
1050,13852,14802,36.43,57.19,36.54
1051,14410,10014,36.89,48.1,36.66
1052,16613,16317,21.38,51.22,36.63
1053,13836,13220,24.65,52.99,36.57
1054,14161,13198,30.5,49.22,36.66
1055,15271,15114,31.99,47.71,36.81
1056,13852,10013,35.57,55.01,36.63
1057,14129,13225,36.14,49.15,36.57
1058,14056,13190,37.03,55.34,36.66
1059,13928,10014,37.85,52.25,36.66
1060,15322,14651,41.42,49.39,36.72
1061,15100,10014,42.05,51.12,36.6
1062,16509,16568,19.92,50.59,36.66
1063,14194,16163,26.06,48.26,36.72
1064,14227,10016,26.57,50.38,36.69
1065,14147,15217,30.31,48.34,36.69
1066,15296,13225,36.19,46.99,36.72
1067,13989,13214,40.39,56.83,36.72
1068,16613,14802,22.1,51.29,36.63
1069,14076,13229,27.46,50.23,36.66
1070,13847,10013,32.18,53.09,36.72
1071,14513,13183,33.46,50.14,36.87
1072,13790,13201,35.52,54.58,36.75
1073,15284,13230,35.81,47.95,36.66
1074,14057,13199,36.41,56.35,36.69
1075,16492,10013,20.57,48.1,36.75
1076,15269,15114,32.04,49.25,36.75
1077,14080,13206,35.23,46.78,36.72
1078,14154,13213,36.31,48.89,36.69
1079,16462,10016,22.15,48.89,36.9
1080,13755,10013,24.74,49.01,36.69
1081,13749,13228,28.44,48.67,36.78
1082,15299,13222,30.72,44.69,36.96
1083,15694,10014,36.29,47.47,36.72
1084,13855,14801,37.94,52.97,36.72
1085,13783,13191,33,51.43,36.78
1086,16562,16243,24.22,48.36,36.93
1087,16392,14809,24.65,47.69,36.81
1088,14226,15599,27.55,54,36.75
1089,13925,10013,28.58,50.59,36.75
1090,13946,13187,28.66,52.25,36.78
1091,15270,13227,31.7,47.06,36.81
1092,13975,13199,36.67,55.97,36.78
1093,13759,13192,40.1,48.89,36.81
1094,16399,16178,23.16,47.28,36.93
1095,13754,10014,24.96,50.06,36.81
1096,13979,13184,39.77,52.94,36.78
1097,16681,16601,23.62,46.32,36.84
1098,14556,10014,24.34,46.7,36.9
1099,15089,13228,26.14,50.9,36.9
1100,15273,14804,32.86,46.03,36.81
1101,15765,14651,35.71,46.42,36.84
1102,14467,13184,39.67,57.89,36.87
1103,13984,13214,39.91,53.26,36.93
1104,11399,10016,24.7,50.28,36.96
1105,15270,13227,31.46,47.23,36.87
1106,14224,14651,34.99,46.99,36.9
1107,13759,10014,38.09,49.78,36.96
1108,13966,13200,38.42,54.91,37.02
1109,14178,10014,41.14,49.85,36.99
1110,16210,10016,18.65,43.3,36.93
1111,13755,16178,22.68,48.26,36.93
1112,14160,13198,30.89,49.58,36.93
1113,15572,13230,34.97,50.09,36.9
1114,15285,12531,38.62,47.69,36.96
1115,15100,14651,38.78,48.6,37.02
1116,15695,13184,42.12,49.8,36.96
1117,16492,16552,20.11,47.98,36.93
1118,16523,12531,20.86,44.66,36.93
1119,16437,16367,23.35,48.1,36.93
1120,16456,10016,24.1,49.34,37.14
1121,13755,10014,25.01,48.96,36.96
1122,14032,13192,36.29,54.86,36.93
1123,15288,10014,38.81,49.32,36.96
1124,13947,13222,29.88,49.54,36.96
1125,14021,10016,34.49,52.42,37.02
1126,15049,10016,35.81,55.32,37.08
1127,15285,15577,38.09,47.64,36.99
1128,13984,13184,39.86,53.02,36.99
1129,13713,13183,31.3,51.34,37.02
1130,13912,13216,36.82,54.94,37.02
1131,13992,13201,37.15,55.44,37.05
1132,13702,13183,30.41,53.35,37.02
1133,13688,10013,30.82,52.9,37.17
1134,13899,13230,31.37,50.04,37.11
1135,13988,13195,36.12,51.41,37.08
1136,14240,13229,25.34,50.54,37.02
1137,13975,13189,36.46,56.09,37.02
1138,15866,16436,25.25,48.29,37.11
1139,11399,10016,26.66,51.05,37.08
1140,13687,10016,31.66,51.22,37.11
1141,13791,10014,36.65,52.42,37.14
1142,13791,13197,37.3,53.28,37.23
1143,13823,13184,38.33,55.49,37.11
1144,15370,15156,39.65,48.43,37.2
1145,16536,16670,18.07,43.94,37.11
1146,13755,13271,30.74,50.26,37.11
1147,15693,14804,36.1,46.51,37.17
1148,13791,13226,38.09,53.5,37.14
1149,15229,13225,39.55,50.09,37.2
1150,16321,10016,20.14,48.31,37.17
1151,15399,13184,40.22,48.98,37.17
1152,16526,16673,19.63,44.81,37.17
1153,14083,14651,32.62,47.4,37.23
1154,15038,10016,39.94,56.59,37.26
1155,15660,13226,41.38,51.38,37.23
1156,13721,13187,29.59,52.39,37.2
1157,13903,13207,33.19,51.02,37.35
1158,14216,14801,40.51,53.3,37.23
1159,14499,16375,22.66,46.78,37.23
1160,13755,10013,23.16,48.79,37.32
1161,15866,14809,24.77,48.65,37.32
1162,16472,16476,17.28,44.02,37.29
1163,14041,13212,25.87,51.02,37.32
1164,13856,13197,34.75,54.82,37.32
1165,15695,14651,42.17,50.21,37.26
1166,16180,16301,17.74,46.73,37.35
1167,14778,16673,18.82,45.07,37.32
1168,14079,16263,25.27,48.7,37.32
1169,13828,13201,36.62,54.67,37.32
1170,15230,10014,35.74,46.9,37.38
1171,13989,14801,39.86,55.51,37.32
1172,14032,13197,35.86,55.03,37.38
1173,16266,14802,18.48,47.81,37.35
1174,14458,14651,33.77,46.44,37.44
1175,16586,12531,17.9,43.32,37.59
1176,15314,12531,29.66,44.52,37.62
1177,13719,13185,31.56,52.51,37.68
1178,14054,14474,37.46,55.94,37.65
1179,13825,13509,39.94,54.62,37.59
1180,14610,13226,41.45,52.37,37.62
1181,13824,13214,38.3,55.06,37.74
1182,13754,10014,25.85,49.54,37.74
1183,15394,14806,32.28,46.49,37.74
1184,13852,10014,36.22,53.35,37.74
1185,14470,13187,26.98,51.94,37.86
1186,15900,14651,31.2,44.66,37.74
1187,14066,13197,35.66,51.6,37.92
1188,15407,14651,39.07,48.91,37.77
1189,14253,13192,40.44,48.77,37.8
1190,14352,13227,40.68,55.46,37.8
1191,13782,13127,26.86,50.98,37.77
1192,15229,13192,39.86,50.26,37.8
1193,13851,15758,34.92,55.39,37.8
1194,14054,14625,37.75,56.21,37.77
1195,13747,10013,25.61,50.42,37.83
1196,15292,15129,37.44,49.18,37.83
1197,13683,10014,38.04,53.86,37.89
1198,13966,13216,39.89,54.98,37.77
1199,13778,13212,27.53,52.15,38.01
1200,14410,13227,41.26,53.62,37.86
1201,16421,16635,18.91,46.08,38.16
1202,13768,13228,26.28,51.31,37.95
1203,14505,13206,29.71,49.92,37.92
1204,13825,14801,39.26,54.67,37.98
1205,11399,14802,20.86,49.06,37.98
1206,15211,15114,31.9,46.73,37.95
1207,13951,10014,39.6,48.98,37.98
1208,16675,16646,22.37,48.91,37.92
1209,14050,13216,35.45,55.18,37.98
1210,14215,13213,36.77,52.73,37.95
1211,15738,13226,41.4,51.89,38.01
1212,16491,10016,17.42,46.85,38.07
1213,16171,16670,17.9,44.16,38.1
1214,15718,10014,29.06,44.16,38.1
1215,15277,15155,30.29,45.22,38.07
1216,15270,13222,31.49,46.85,38.1
1217,14541,13197,36.67,52.39,38.04
1218,13766,13191,37.3,49.56,38.04
1219,16666,10013,17.83,45.46,38.07
1220,16333,16636,21.31,47.83,38.01
1221,13764,13189,36.48,54.89,38.1
1222,14445,14651,40.01,50.64,38.1
1223,13780,15155,28.46,49.06,38.1
1224,13899,13198,30.19,51.02,38.28
1225,15226,14651,31.34,45.7,38.13
1226,13840,14801,36.5,48.26,38.07
1227,15228,15578,39.38,49.42,38.28
1228,16014,15264,41.98,49.54,38.1
1229,15297,14806,33.5,47.76,38.13
1230,14445,13214,39.91,51,38.13
1231,15277,15502,30.07,44.42,38.19
1232,15392,14803,34.37,47.64,38.16
1233,15295,13197,36.05,49.34,38.25
1234,15277,10014,29.76,45.29,38.22
1235,14255,13230,32.14,51.84,38.16
1236,15076,13195,34.1,53.28,38.22
1237,15430,13184,37.66,52.56,38.19
1238,15262,14806,38.09,49.27,38.22
1239,13683,10014,38.47,54.5,38.19
1240,15343,15636,41.42,52.58,38.16
1241,15649,13214,41.71,51.19,38.22
1242,16348,16154,17.16,44.4,38.25
1243,14614,13189,37.18,55.61,38.13
1244,15980,13228,30.02,44.04,38.31
1245,14145,15331,30.6,44.69,38.25
1246,15703,15114,34.1,46.06,38.31
1247,14224,13207,35.38,47.35,38.25
1248,14503,14801,36.58,49.85,38.34
1249,14543,13225,37.75,51.36,38.19
1250,13689,14801,38.4,51.55,38.25
1251,13873,13217,28.51,52.03,38.25
1252,15669,15264,30.86,47.21,38.25
1253,16126,14803,32.74,45.34,38.22
1254,15228,13226,39.82,49.97,38.28
1255,13718,13207,30.74,51.34,38.34
1256,15226,14803,32.18,46.08,38.58
1257,15390,14806,32.18,47.09,38.37
1258,13965,13191,34.27,51.07,38.25
1259,15430,13195,36.58,50.95,38.31
1260,15429,13204,37.34,51.65,38.31
1261,13766,13210,38.28,49.85,38.25
1262,15207,13222,30.5,45.86,38.58
1263,15299,10014,31.1,46.46,38.4
1264,14149,13206,31.82,51.22,38.31
1265,14458,14651,36.86,49.54,38.37
1266,14557,13187,28.27,49.13,38.4
1267,14056,10014,30.94,50.47,38.37
1268,15314,13225,36.72,49.06,38.4
1269,14180,15599,29.74,50.21,38.43
1270,15571,13230,39.34,48.65,38.49
1271,15234,10014,27.38,49.63,38.4
1272,13988,10014,32.33,49.73,38.43
1273,14252,13227,39.31,54.67,38.43
1274,14631,13212,28.32,49.92,38.46
1275,15395,15530,33.48,45.94,38.49
1276,13783,14803,34.61,47.76,38.46
1277,15262,13184,38.45,50.81,38.49
1278,13689,14801,40.51,51.12,38.55
1279,15267,10014,29.86,49.49,38.49
1280,15690,10014,30.5,45.05,38.49
1281,15801,10014,33.12,45.77,38.52
1282,13988,13191,36.62,51.41,38.49
1283,15225,13223,39.07,51.48,38.49
1284,15316,10014,41.66,52.42,38.52
1285,15345,12531,36,46.94,38.58
1286,13946,15114,36.29,47.54,38.55
1287,15346,16114,36.74,47.26,38.49
1288,15316,13192,39.74,51.12,38.49
1289,15960,13184,42.55,50.59,38.52
1290,13965,13195,34.25,50.98,38.64
1291,13791,13197,34.99,52.92,38.61
1292,15328,15527,41.42,51.55,38.64
1293,15195,14651,29.3,44.02,38.64
1294,14053,15585,33.98,52.66,38.58
1295,14048,10014,34.61,50.76,38.61
1296,13997,13214,39.02,53.42,38.7
1297,15218,13187,29.06,48.62,38.61
1298,15690,14808,31.2,45.79,38.7
1299,13824,10014,39.36,53.93,38.67
1300,14095,10014,31.39,51,38.64
1301,13707,13191,33.12,52.01,38.7
1302,15218,10014,36.82,52.25,38.7
1303,13909,14801,38.11,53.4,38.76
1304,15318,10014,29.23,44.83,38.73
1305,14197,14801,33.5,49.61,38.79
1306,15316,13189,40.27,52.01,38.76
1307,15299,10014,31.44,46.44,38.73
1308,14214,14801,38.04,51.77,38.7
1309,15421,14801,31.08,49.13,38.73
1310,15424,15332,29.3,45.6,38.73
1311,15207,13227,30.67,46.32,38.82
1312,16611,16531,17.18,46.68,38.82
1313,14056,10014,29.3,49.61,38.82
1314,15372,10014,34.42,47.86,38.79
1315,13992,10014,35.4,49.18,38.76
1316,14458,14801,35.45,47.95,38.76
1317,16614,16194,18.07,46.73,38.79
1318,15227,13230,34.01,48.94,38.85
1319,15210,13226,37.06,51.38,38.79
1320,14543,15114,35.45,48.89,38.88
1321,14088,14801,36.41,49.99,38.91
1322,15744,10014,35.04,51.67,38.91
1323,15305,10014,32.02,47.35,38.94
1324,14088,14801,35.81,50.42,38.94
1325,15372,10014,36.1,48.36,38.88
1326,15293,10014,40.22,51.02,38.88
1327,15218,14803,31.7,48.98,38.88
1328,13965,14801,34.1,50.98,38.94
1329,14458,14651,39.24,50.33,38.91
1330,14022,13197,37.27,52.32,38.97
1331,14081,13229,27.7,48.91,39.21
1332,13814,13190,35.3,51.1,39.12
1333,15210,13190,36.82,51.67,39.18
1334,15574,13226,40.27,51.67,39.15
1335,15293,15529,40.56,50.47,39.3
1336,15391,15155,28.32,48.43,39.33
1337,15347,15155,31.03,47.45,39.21
1338,14083,14801,32.69,47.02,39.15
1339,15294,10014,38.93,51.1,39.18
1340,15211,14801,33.12,46.87,39.18
1341,15906,13195,38.04,53.33,39.18
1342,15300,14806,34.15,46.51,39.27
1343,15371,13191,34.54,48.26,39.21
1344,15648,14801,35.28,52.68,39.18
1345,15645,15264,41.11,51.96,39.21
1346,15670,13187,27.31,49.39,39.42
1347,14012,15599,31.06,50.4,39.21
1348,14157,14801,32.86,48.31,39.24
1349,15739,10014,35.4,50.69,39.27
1350,15293,10014,39.02,51.77,39.27
1351,13983,15987,41.83,51.34,39.3
1352,13947,13227,30.72,47.02,39.27
1353,14157,10014,32.14,48,39.42
1354,14255,14801,33.26,49.3,39.24
1355,15319,15758,36.79,50.35,39.33
1356,15576,13226,37.8,52.39,39.27
1357,15689,15264,31.3,46.22,39.3
1358,15234,14803,33.5,48.14,39.33
1359,15407,15577,37.94,48.98,39.42
1360,13947,14801,30.43,47.69,39.33
1361,15365,14801,31.63,46.7,39.39
1362,14216,15264,37.15,49.8,39.39
1363,13917,14808,27.96,47.4,39.45
1364,13814,10014,34.97,50.86,39.48
1365,15319,15585,35.93,50.69,39.48
1366,15316,14801,36.22,50.06,39.39
1367,15391,14801,28.61,48.24,39.45
1368,15345,13206,34.15,49.13,39.45
1369,15372,15264,36.48,48.77,39.42
1370,13982,15264,41.42,52.97,39.45
1371,15234,10014,32.45,49.37,39.45
1372,15748,15155,28.97,49.85,39.45
1373,15266,15977,29.28,44.47,39.69
