SynapseID,FromSegmentID,ToSegmentID,xPosition,yPosition,zPosition
1374,15350,14801,29.16,46.2,39.6
1375,14412,13230,34.22,50.88,39.48
1376,15675,14809,34.85,51.53,39.48
1377,15426,10014,28.97,48.26,39.57
1378,14054,15758,36.7,52.68,39.51
1379,15571,10016,34.85,51.86,39.6
1380,15270,15728,30.38,46.78,39.69
1381,15687,15114,32.52,46.08,39.75
1382,15234,13227,32.52,49.03,39.66
1383,14031,13206,32.57,50.45,39.72
1384,15347,15114,32.93,48.7,39.66
1385,15314,15921,38.76,51.19,39.66
1386,15798,14801,28.18,47.11,39.66
1387,14543,14806,34.37,47.59,39.66
1388,15351,13229,28.03,48.38,39.75
1389,15423,13271,30.48,48.91,39.72
1390,14146,15491,33.14,47.71,39.99
1391,15744,13191,33.6,51.24,39.72
1392,15348,15264,29.21,47.11,39.81
1393,15352,13229,29.38,45.6,39.78
1394,15208,14808,30.91,47.9,39.78
1395,15211,15758,37.97,49.42,39.75
1396,13920,15114,28.46,47.88,39.84
1397,15345,14801,33.89,49.97,39.84
1398,15407,13190,35.06,50.57,39.87
1399,14031,10014,32.81,49.75,39.84
1400,14412,15114,30.86,48.6,40.05
1401,15218,14803,32.14,47.28,40.05
1402,15428,13207,33.05,48.89,39.9
1403,15345,13195,34.34,50.28,39.9
1404,15760,10014,28.87,46.49,39.99
1405,14504,10014,29.52,48.96,39.99
1406,14504,14801,31.39,49.27,39.99
1407,15316,15155,28.82,47.04,40.02
1408,14513,14801,28.3,49.03,40.08
1409,15349,14808,29.69,46.46,40.08
1410,13731,15264,32.14,48.5,40.08
1411,15316,14809,28.2,47.06,40.11
1412,14031,13191,32.98,49.99,40.17
1413,15278,15585,33.74,50.45,40.23
1414,15390,15114,27.77,47.9,40.17
1415,15363,14801,28.97,45.84,40.23
1416,15719,14801,29.9,45.26,40.17
1417,15350,13227,31.08,46.73,40.2
1418,14214,15758,37.66,50.02,40.08
1419,14414,10014,32.62,50.78,40.14
1420,14031,13191,33.1,49.61,40.35
1421,13736,15114,30.89,48.94,40.32
1422,13687,14809,28.94,48.67,40.62
1423,13772,14801,31.32,49.37,40.68
1424,13992,15155,30.67,46.58,40.8
1425,13749,10014,29.26,48.48,41.01
1426,13811,13154,33.62,55.49,31.77
1427,16668,16407,25.44,48,31.53
1428,13736,13212,32.06,51.46,31.47
1429,16547,16673,19.75,46.75,31.44
1430,13704,14120,37.78,53.4,31.68
1431,16547,16576,19.7,46.22,31.5
1432,16532,16361,21.86,45.77,31.53
1433,14015,13224,27.1,49.92,31.71
1434,13888,13210,36.19,51.79,31.62
1435,13736,13191,32.18,51.48,31.8
1436,13763,10017,38.83,52.75,31.71
1437,16157,10018,20.98,49.13,32.85
1438,16388,16670,18.74,43.9,32.88
1439,16585,16361,20.9,48.05,32.94
1440,13850,13182,33.5,51.79,32.97
1441,16550,13224,23.69,50.47,32.94
1442,13739,13194,32.76,53.76,33
1443,13859,13224,23.57,51.05,33.06
1444,13913,13185,36.31,49.61,33.54
1445,12280,13208,28.42,48.17,33.18
1446,14206,13198,27.58,49.63,33.03
1447,13850,10016,33.26,51.94,33.06
1448,16481,16637,17.28,46.32,33.18
1449,13977,13210,36.65,50.9,33.18
1450,13997,13186,38.11,57.67,34.32
1451,16242,16568,17.86,50.26,34.5
1452,13978,12283,40.01,52.3,34.5
1453,13942,13209,31.46,48.65,34.62
1454,10864,13193,33.19,53.69,34.53
1455,13728,13193,32.52,53.62,34.77
1456,14197,13183,34.06,49.85,34.68
1457,15573,12282,42.46,49.49,34.77
1458,14201,13116,19.01,48.74,34.62
1459,16649,16637,18,44.71,34.74
1460,14010,13221,27.19,54.65,34.65
1461,13732,12282,29.3,53.5,35.88
1462,14865,12282,33.43,51.48,35.88
1463,13756,12282,31.85,52.1,35.97
1464,16371,16192,22.66,45.43,35.94
1465,13873,12282,28.8,52.68,36.09
1466,14039,13228,23.45,52.01,36.03
1467,13704,13216,39.91,57.6,36.21
1468,16205,16301,18.05,44.35,36.09
1469,14051,14418,39.02,58.13,36.06
1470,16323,16192,21.89,46.15,36.18
1471,13732,10013,29.78,53.76,36.06
1472,13831,13189,37.13,54.82,36.24
1473,13721,13127,29.38,51.05,37.41
1474,13717,13185,34.01,51.84,37.44
1475,14458,13223,36,51.34,37.41
1476,13848,13127,27.31,50.28,37.5
1477,13782,13127,28.78,52.08,37.53
1478,15297,15129,34.13,47.4,37.47
1479,15211,13226,41.78,49.78,37.47
1480,13791,13204,37.46,52.99,37.56
1481,13758,10014,33.96,49.99,37.74
1482,14686,13192,40.46,49.58,38.82
1483,15391,15477,28.46,49.08,39.12
1484,15576,13204,37.49,52.68,39.15
1485,13850,13191,31.97,52.63,30.78
1486,16442,16497,21.5,48.48,30.9
1487,14061,13194,33.19,54.48,31.29
1488,14277,13116,25.92,53.23,31.41
1489,16570,13116,23.98,52.58,31.74
1490,13692,13194,33.1,54.1,32.1
1491,14188,13224,25.1,50.33,31.83
1492,14196,13212,30.84,50.81,31.86
1493,16200,16178,24.02,47.18,32.01
1494,14112,13224,25.68,50.54,32.07
1495,13811,10017,33.94,55.39,31.95
1496,16159,16405,22.7,45.41,32.19
1497,14016,13116,26.71,53.76,32.01
1498,13704,10017,37.63,53.45,32.1
1499,16628,13116,23.26,52.08,32.22
1500,14067,13629,30.67,49.15,32.49
1501,13811,10017,30.89,52.87,32.43
1502,13855,13193,31.99,53.16,32.49
1503,13881,13194,32.62,54.05,32.4
1504,13866,13188,35.16,53.18,32.49
1505,14093,10017,32.38,55.06,32.55
1506,13727,13191,31.8,52.08,32.58
1507,14498,13198,27.1,48.6,32.67
1508,14182,13218,25.85,53.26,32.64
1509,16489,13116,23.26,52.18,32.67
1510,13763,10017,37.46,53.64,32.58
1511,16569,16637,17.33,47.33,32.85
1512,14107,13204,37.08,51.72,32.76
1513,16610,16405,22.87,45.55,32.85
1514,16550,13116,22.92,51.02,32.79
1515,13866,13200,40.08,54.89,32.73
1516,13727,10016,31.34,52.15,32.88
1517,14138,13209,28.82,48.94,32.94
1518,14071,13203,36,56.83,32.94
1519,16679,10016,23.64,49.32,33.21
1520,11399,13116,22.78,51,33.18
1521,16597,13116,17.54,45.55,33.24
1522,16533,16637,17.64,46.8,33.27
1523,13824,10016,37.34,56.76,33.18
1524,16386,16405,23.14,45.5,33.3
1525,14071,13202,35.76,56.59,33.33
1526,16323,13116,21.6,50.26,33.42
1527,16630,16405,22.94,45.07,33.39
1528,14206,13198,27.6,49.37,33.39
1529,14030,13194,32.5,54.34,33.48
1530,16173,13116,17.86,45.14,33.51
1531,13704,14120,38.98,55.85,33.51
1532,15093,13629,30.98,48.36,33.54
1533,13835,13195,35.52,55.46,33.75
1534,13835,13154,29.09,55.37,33.57
1535,16475,13116,18.19,45.58,33.63
1536,16236,13116,18.82,46.39,33.66
1537,16438,13116,21.67,51.07,33.6
1538,16403,13116,20.78,50.21,33.75
1539,14031,13194,32.83,54.62,33.75
1540,10864,13182,33.46,54.17,33.78
1541,13831,13211,35.81,50.78,33.87
1542,13758,10017,31.9,55.13,33.84
1543,14032,13194,33.1,54.6,33.72
1544,13763,13190,35.76,53.71,33.72
1545,13842,16637,17.62,46.37,33.9
1546,16501,16192,20.21,44.18,33.84
1547,13945,13206,28.22,53.18,33.81
1548,16678,16405,23.06,45.26,33.93
1549,14224,14803,33.38,48.72,33.93
1550,16665,16637,17.14,45.79,33.9
1551,13774,13204,37.82,51.77,34.02
1552,13704,10016,38.98,56.26,34.02
1553,16475,16637,17.9,45.38,34.11
1554,13835,12323,29.71,55.61,33.96
1555,14392,13208,29.95,48.02,34.23
1556,13835,13201,35.88,55.66,34.14
1557,16652,13116,18.19,47.66,34.11
1558,13878,10016,30.24,52.73,34.14
1559,14158,13209,31.7,49.8,34.17
1560,13828,13223,36.82,48.24,34.23
1561,15867,13116,19.8,48.41,34.2
1562,16342,13116,21.02,50.18,34.23
1563,14102,12282,38.78,50.21,34.2
1564,13879,13194,32.33,54.29,34.35
1565,13850,10016,34.75,51.84,34.38
1566,13770,13209,31.99,49.92,34.74
1567,14257,13209,30.96,48.48,34.74
1568,15640,12282,41.98,49.78,34.8
1569,16427,16672,23.28,53.23,34.74
1570,13840,13204,37.73,52.15,34.92
1571,13980,12283,40.99,53.23,34.86
1572,13774,13197,38.81,49.39,34.86
1573,15093,13223,36.79,48.22,34.89
1574,14155,12282,37.1,50.64,34.95
1575,14107,12282,39.94,50.35,34.83
1576,14496,15217,29.5,46.58,34.77
1577,14160,13208,29.93,48.36,34.86
1578,13937,12282,35.71,50.98,34.92
1579,16447,16405,23.09,45.17,34.89
1580,14544,13629,30.6,46.85,35.13
1581,15422,14806,32.66,46.49,35.01
1582,15297,12283,35.5,46.92,35.19
1583,13966,13221,27.17,54.05,35.1
1584,13690,13193,33.26,53.52,35.28
1585,13767,13183,32.57,50.59,35.16
1586,15322,12282,40.85,49.99,35.04
1587,13733,12282,34.42,51.38,35.13
1588,13725,13221,27.34,54.48,35.19
1589,14498,16178,23.35,47.02,35.25
1590,13683,13185,34.75,50.88,35.13
1591,13829,13204,37.3,52.2,35.25
1592,13959,12283,39.6,51.65,35.19
1593,14243,13188,32.52,56.04,35.25
1594,15643,15156,39.26,48,35.49
1595,16286,16637,18.55,43.56,35.31
1596,16365,16637,18.96,43.18,35.37
1597,13978,12283,38.23,49.75,35.4
1598,13988,12283,38.98,50.76,35.46
1599,13691,12282,33.12,52.51,35.49
1600,16426,10016,18.43,47.83,35.46
1601,16461,16637,19.32,43.25,35.64
1602,16427,10016,20.45,47.62,35.49
1603,16352,16405,23.47,45.12,35.46
1604,13765,16361,17.21,50.3,35.52
1605,13843,13208,28.73,48.43,35.52
1606,13765,12282,28.7,53.45,35.52
1607,13767,13209,32.33,50.59,35.7
1608,13983,13192,39.72,52.08,35.49
1609,13836,12282,28.97,53.06,35.43
1610,13685,12283,37.8,48.5,35.7
1611,13850,10016,39.43,53.98,35.58
1612,14639,15155,30.41,45.38,35.55
1613,13831,10016,36.48,52.97,35.58
1614,13813,12282,34.54,52.22,35.73
1615,13947,12282,29.57,52.73,35.7
1616,14071,13221,27.5,54.02,35.76
1617,15284,12283,35.66,47.74,35.73
1618,15211,13223,36.14,49.42,35.79
1619,16454,13224,21.86,52.03,35.7
1620,13716,13194,33.14,54.36,35.88
1621,15688,15129,33.19,46.06,35.94
1622,14968,13194,32.47,54.67,36
1623,13784,12282,31.94,52.87,36.15
1624,14865,13209,33,51.22,36.24
1625,13901,13198,30.58,51.19,36.24
1626,15290,12283,36.24,47.78,36.18
1627,13872,12282,29.64,52.78,36.27
1628,14228,14803,32.81,47.76,36.36
1629,13757,13194,33.41,54,36.42
1630,13821,13185,34.92,51.19,36.45
1631,13817,12285,36.82,52.8,36.3
1632,13828,12285,39.46,53.83,36.24
1633,13848,12285,36.07,53.33,36.27
1634,13905,15156,38.88,48,36.39
1635,16353,16301,17.04,47.26,36.39
1636,13831,12285,36.94,53.52,36.54
1637,13838,12285,38.64,53.86,36.42
1638,14685,12282,25.32,53.26,36.54
1639,13978,12285,39.91,53.66,36.51
1640,13762,12285,36.29,52.68,36.57
1641,13988,13209,32.98,50.9,36.51
1642,14872,12285,40.1,54.22,36.69
1643,13759,13193,32.71,53.5,36.78
1644,16302,16420,18.91,44.11,36.63
1645,13718,12285,35.14,53.86,36.69
1646,13690,10014,40.46,53.21,36.69
1647,13782,16420,18.46,44.4,36.69
1648,13997,13184,39.17,55.18,36.69
1649,13959,12285,36.43,53.71,36.78
1650,14357,12282,26.45,53.95,36.81
1651,14077,13271,29.21,49.01,37.02
1652,13954,12285,38.93,54.02,36.84
1653,16371,16192,21.91,46.22,36.96
1654,13760,12285,37.01,52.9,36.84
1655,14112,12282,27.29,53.52,36.81
1656,14458,15129,34.46,46.92,36.96
1657,15282,15129,33.89,47.09,36.99
1658,14872,13184,39.58,54.55,37.02
1659,13755,12285,34.58,53.98,37.02
1660,13765,10013,23.64,51.67,37.08
1661,14112,13221,27.24,53.76,37.08
1662,14150,13197,36,52.15,37.14
1663,13690,12285,40.08,53.98,37.02
1664,13783,13206,32.35,51.72,37.17
1665,15393,13227,32.98,45.53,37.23
1666,13690,13193,33.62,53.69,37.29
1667,16229,16670,19.49,44.06,37.14
1668,14185,12282,26.23,53.38,37.14
1669,13749,10014,28.39,48.7,37.11
1670,15229,13225,40.2,50.14,37.23
1671,13719,13185,32.23,52.61,37.23
1672,14184,12282,25.73,53.21,37.17
1673,13690,12285,34.78,54.22,37.29
1674,16612,16367,22.15,48.1,37.26
1675,16434,16367,21,47.42,37.65
1676,13955,13227,40.22,56.28,37.83
1677,13878,13207,31.49,50.47,37.8
1678,13892,12285,33.53,54.5,37.83
1679,13955,13200,39.7,56.54,37.86
1680,13988,13127,27.02,49.06,37.83
1681,14180,13208,29.5,50.18,37.98
1682,13763,13193,33.46,53.23,38.07
1683,16453,16367,18.67,47.16,38.04
1684,15741,13127,27.46,48.43,38.01
1685,13783,13207,32.71,50.5,38.13
1686,13821,13185,32.9,52.15,38.19
1687,13758,10014,34.06,50.4,38.16
1688,13811,13187,27.67,51.24,38.25
1689,14686,13225,40.22,49.49,38.4
1690,13988,13223,36.6,51.96,38.34
1691,13997,13214,40.03,54.67,38.34
1692,13791,13197,35.45,53.26,38.4
1693,15572,13213,35.71,50.9,38.67
1694,13791,13204,36.86,53.38,38.73
1695,15290,15129,35.74,48.46,38.7
1696,15294,10016,34.37,52.27,38.7
1697,15211,13191,35.83,49.15,39.27
1698,14121,13207,33.98,50.09,39.48
1699,15093,15129,38.35,50.26,39.72
1700,15208,14808,30.1,48.17,39.78
