synid,voxelcount,prob,neuron,type
657,196,0.4489795918367347,16145,2
658,93,0.27956989247311825,12323,2
658,93,0.7204301075268817,13933,1
659,124,0.532258064516129,14803,2
659,124,0.46774193548387094,15767,1
660,343,0.5510204081632653,13192,2
660,343,0.4489795918367347,13961,1
661,187,0.41711229946524064,13216,2
661,187,0.5828877005347594,13830,1
662,177,0.7062146892655368,10016,2
662,177,0.2937853107344633,16529,1
663,90,0.45555555555555555,10016,2
663,90,0.5444444444444444,13703,1
664,185,0.6270270270270271,10016,2
664,185,0.372972972972973,16657,1
665,150,0.16666666666666666,14156,1
665,150,0.8333333333333334,16636,2
666,71,0.704225352112676,14582,1
666,71,0.29577464788732394,13506,2
667,263,0.5437262357414449,16192,2
667,263,0.015209125475285171,16265,0
667,263,0.44106463878326996,16501,1
668,141,0.45390070921985815,10013,2
668,141,0.04964539007092199,16243,2
668,141,0.48936170212765956,16297,1
668,141,0.0070921985815602835,16387,1
669,103,0.4368932038834951,13192,2
669,103,0.5631067961165048,14068,1
670,114,0.17543859649122806,10016,2
670,114,0.8245614035087719,13777,1
671,69,0.4782608695652174,15703,1
671,69,0.42028985507246375,16178,2
671,69,0.10144927536231885,16592,1
672,133,0.5338345864661654,13181,2
672,133,0.46616541353383456,13910,1
673,245,0.32653061224489793,14201,1
673,245,0.673469387755102,16624,2
674,191,0.3507853403141361,10016,2
674,191,0.08376963350785341,13182,2
674,191,0.5654450261780105,13923,1
675,114,0.5526315789473685,13182,2
675,114,0.4473684210526316,13948,1
676,125,0.04,10016,2
676,125,0.728,14558,1
676,125,0.232,15502,2
677,677,0.4549483013293944,13190,2
677,677,0.5450516986706057,13703,1
678,521,0.6468330134357005,10016,2
678,521,0.3531669865642994,16613,1
679,1121,0.5084745762711864,10015,2
679,1121,0.4915254237288136,12280,1
680,1064,0.3843984962406015,13192,2
680,1064,0.6156015037593985,13766,1
681,80,0.725,13202,2
681,80,0.275,14033,1
682,38,0.6052631578947368,10013,2
682,38,0.39473684210526316,13863,1
683,19,0.3157894736842105,14133,1
683,19,0.6842105263157895,13201,2
684,119,0.6134453781512605,13205,2
684,119,0.3865546218487395,13887,1
685,100,0.54,12531,2
685,100,0.46,14118,1
686,323,0.46439628482972134,13200,2
686,323,0.5356037151702786,13825,1
687,275,0.33454545454545453,16249,1
687,275,0.6654545454545454,16476,2
688,538,0.5130111524163569,10014,2
688,538,0.48698884758364314,16325,1
689,330,0.5151515151515151,10014,2
689,330,0.48484848484848486,13754,1
690,249,0.3172690763052209,10013,2
690,249,0.6827309236947792,13703,1
691,377,0.5437665782493368,13188,2
691,377,0.4562334217506631,13885,1
692,244,0.47950819672131145,10014,2
692,244,0.5204918032786885,13951,1
693,123,0.42276422764227645,10018,2
693,123,0.024390243902439025,16257,0
693,123,0.5528455284552846,16363,1
694,353,0.0169971671388102,14153,1
694,353,0.5750708215297451,16361,2
694,353,0.0113314447592068,16462,1
694,353,0.39660056657223797,16508,1
695,981,0.4383282364933741,15502,2
695,981,0.5606523955147809,16484,1
695,981,0.0010193679918450561,16636,2
696,252,0.4603174603174603,10016,2
696,252,0.5396825396825397,13824,1
697,573,0.5445026178010471,10013,2
697,573,0.45549738219895286,13907,1
698,414,0.5410628019323671,16355,1
698,414,0.45893719806763283,16698,2
699,119,0.42016806722689076,10013,2
699,119,0.5798319327731093,16613,1
700,209,0.6267942583732058,13228,2
700,209,0.37320574162679426,15866,1
701,185,0.5027027027027027,13183,2
701,185,0.4972972972972973,13786,1
702,202,0.4752475247524752,10014,2
702,202,0.5247524752475248,14076,1
703,36,0.19444444444444445,13189,2
703,36,0.8055555555555556,14133,1
704,158,0.5063291139240507,13202,2
704,158,0.4936708860759494,13848,1
705,114,0.4649122807017544,12531,2
705,114,0.5350877192982456,16700,1
706,401,0.3640897755610973,13154,2
706,401,0.6259351620947631,16338,1
706,401,0.004987531172069825,16561,1
706,401,0.004987531172069825,16658,1
707,185,0.3621621621621622,16163,2
707,185,0.6378378378378379,16165,1
708,182,0.554945054945055,13721,1
708,182,0.01098901098901099,14345,0
708,182,0.4340659340659341,16407,2
709,280,0.48214285714285715,14227,1
709,280,0.5178571428571429,14809,2
710,492,0.5630081300813008,12531,2
710,492,0.4369918699186992,16678,1
711,522,0.5574712643678161,10018,2
711,522,0.4425287356321839,14740,1
712,309,0.4919093851132686,13228,2
712,309,0.012944983818770227,14498,1
712,309,0.49514563106796117,16492,1
713,297,0.5993265993265994,14182,1
713,297,0.4006734006734007,16672,2
714,243,0.39094650205761317,13154,2
714,243,0.6090534979423868,14007,1
715,365,0.410958904109589,10017,2
715,365,0.005479452054794521,14262,0
715,365,0.0136986301369863,14262,0
715,365,0.01643835616438356,14262,0
715,365,0.5534246575342465,13689,1
716,179,0.5083798882681564,13181,2
716,179,0.49162011173184356,13907,1
717,1957,0.516096065406234,10016,2
717,1957,0.48390393459376596,16273,1
718,402,0.03233830845771144,16229,1
718,402,0.43532338308457713,16235,2
718,402,0.004975124378109453,16255,1
718,402,0.527363184079602,16655,1
719,270,0.5222222222222223,14156,1
719,270,0.003703703703703704,16159,1
719,270,0.4740740740740741,16673,2
720,173,0.011560693641618497,14345,0
720,173,0.4393063583815029,16497,2
720,173,0.5491329479768786,16682,1
721,1142,0.6042031523642732,13218,2
721,1142,0.3957968476357268,14037,1
722,871,0.49483352468427094,14258,1
722,871,0.505166475315729,14651,2
723,538,0.4256505576208178,14651,2
723,538,0.5743494423791822,14089,1
724,144,0.4652777777777778,10013,2
724,144,0.5347222222222222,16638,1
725,224,0.6116071428571429,10013,2
725,224,0.008928571428571428,13224,2
725,224,0.3794642857142857,14452,1
726,710,0.543661971830986,10016,2
726,710,0.4450704225352113,13752,1
726,710,0.011267605633802818,16642,1
727,270,0.562962962962963,14471,1
727,270,0.43703703703703706,14429,2
728,318,0.4748427672955975,13154,2
728,318,0.5251572327044025,13716,1
729,142,0.43661971830985913,14415,1
729,142,0.5633802816901409,14806,2
730,454,0.44052863436123346,13195,2
730,454,0.5594713656387665,13718,1
731,124,0.7016129032258065,13181,2
731,124,0.29838709677419356,13702,1
732,402,0.48507462686567165,14651,2
732,402,0.5149253731343284,13829,1
733,335,0.4746268656716418,10014,2
733,335,0.5253731343283582,16517,1
734,157,0.5095541401273885,13228,2
734,157,0.36942675159235666,14558,1
734,157,0.006369426751592357,14778,1
734,157,0.11464968152866242,15273,1
735,157,0.4840764331210191,14356,1
735,157,0.5159235668789809,14665,2
736,1228,0.512214983713355,10014,2
736,1228,0.48778501628664495,14239,1
737,270,0.5185185185185185,10016,2
737,270,0.48148148148148145,14558,1
738,144,0.4791666666666667,13198,2
738,144,0.5208333333333334,14145,1
739,517,0.5589941972920697,13183,2
739,517,0.437137330754352,14036,1
739,517,0.0038684719535783366,14389,1
740,207,0.5024154589371981,13188,2
740,207,0.4975845410628019,13857,1
741,166,0.6024096385542169,13970,1
741,166,0.39759036144578314,14810,2
742,287,0.0627177700348432,13228,2
742,287,0.37630662020905925,13228,2
742,287,0.5609756097560976,15273,1
743,179,0.4022346368715084,10017,2
743,179,0.5977653631284916,13854,1
744,394,0.6446700507614214,10016,2
744,394,0.0025380710659898475,14262,0
744,394,0.35279187817258884,14967,1
745,636,0.48742138364779874,13181,2
745,636,0.5125786163522013,14083,1
746,142,0.007042253521126761,10018,2
746,142,0.5070422535211268,14201,1
746,142,0.02112676056338028,16355,1
746,142,0.4647887323943662,16646,2
747,266,0.0037593984962406013,16295,1
747,266,0.2556390977443609,16501,1
747,266,0.0037593984962406013,16579,1
747,266,0.7368421052631579,16673,2
748,107,0.018691588785046728,10015,2
748,107,0.4205607476635514,13721,1
748,107,0.028037383177570093,14437,0
748,107,0.5327102803738317,16178,2
749,1045,0.5607655502392345,13228,2
749,1045,0.43923444976076553,14199,1
750,230,0.48695652173913045,10016,2
750,230,0.5130434782608696,13703,1
751,75,0.64,10014,2
751,75,0.36,13822,1
752,45,0.37777777777777777,10016,2
752,45,0.6222222222222222,13982,1
753,548,0.0018248175182481751,10016,2
753,548,0.4854014598540146,13187,2
753,548,0.5127737226277372,13870,1
754,161,0.4906832298136646,10016,2
754,161,0.5093167701863354,13688,1
755,665,0.5639097744360902,13190,2
755,665,0.43609022556390975,13703,1
756,139,0.2158273381294964,13216,2
756,139,0.37410071942446044,13201,2
756,139,0.41007194244604317,13837,1
757,66,0.7575757575757576,13197,2
757,66,0.18181818181818182,13839,1
757,66,0.06060606060606061,14384,0
758,338,0.48520710059171596,10018,2
758,338,0.011834319526627219,13765,1
758,338,0.5029585798816568,16584,1
759,390,0.005128205128205128,16257,0
759,390,0.517948717948718,16361,2
759,390,0.47692307692307695,16508,1
760,947,0.6420274551214361,14069,1
760,947,0.3579725448785639,16407,2
761,392,0.007653061224489796,14144,1
761,392,0.45663265306122447,16163,2
761,392,0.5357142857142857,16459,1
762,82,0.4878048780487805,10014,2
762,82,0.5121951219512195,13751,1
763,403,0.6029776674937966,14471,1
763,403,0.3970223325062035,14429,2
764,133,0.631578947368421,13154,2
764,133,0.3609022556390977,13716,1
764,133,0.007518796992481203,14262,0
765,167,0.592814371257485,13182,2
765,167,0.40718562874251496,13706,1
766,78,0.3717948717948718,10013,2
766,78,0.6282051282051282,13912,1
767,306,0.4215686274509804,14748,2
767,306,0.5784313725490197,13825,1
768,85,0.6235294117647059,10016,2
768,85,0.011764705882352941,16342,1
768,85,0.36470588235294116,16467,1
769,692,0.5751445086705202,13228,2
769,692,0.42485549132947975,15318,1
770,431,0.531322505800464,15217,2
770,431,0.46867749419953597,13845,1
771,103,0.4174757281553398,13206,2
771,103,0.5825242718446602,13777,1
772,188,0.5478723404255319,12323,2
772,188,0.4521276595744681,14072,1
773,707,0.011315417256011316,10016,2
773,707,0.5148514851485149,10016,2
773,707,0.4738330975954738,16518,1
774,276,0.007246376811594203,16157,1
774,276,0.014492753623188406,16331,1
774,276,0.5942028985507246,16407,2
774,276,0.38405797101449274,16419,1
775,97,0.44329896907216493,16410,1
775,97,0.5567010309278351,16519,2
776,351,0.5584045584045584,10866,1
776,351,0.4415954415954416,12323,2
777,86,0.45348837209302323,12323,2
777,86,0.5465116279069767,13930,1
778,206,0.45145631067961167,12531,2
778,206,0.5485436893203883,15367,1
779,32,0.40625,10017,2
779,32,0.59375,13834,1
780,140,0.42857142857142855,14005,1
780,140,0.5714285714285714,13201,2
781,111,0.4864864864864865,10017,2
781,111,0.5135135135135135,13957,1
782,56,0.4642857142857143,10016,2
782,56,0.5357142857142857,14133,1
783,214,0.5420560747663551,10016,2
783,214,0.4532710280373832,16245,1
783,214,0.004672897196261682,16328,1
784,196,0.3673469387755102,10016,2
784,196,0.6326530612244898,14740,1
785,405,0.745679012345679,10016,2
785,405,0.254320987654321,11399,1
786,838,0.5763723150357996,10014,2
786,838,0.4236276849642005,14198,1
787,281,0.498220640569395,10014,2
787,281,0.501779359430605,14198,1
788,1828,0.562363238512035,13183,2
788,1828,0.437636761487965,13688,1
789,127,0.4330708661417323,10013,2
789,127,0.5669291338582677,13854,1
790,98,0.5,10014,2
790,98,0.01020408163265306,14262,0
790,98,0.4897959183673469,15289,1
791,156,0.5192307692307693,10016,2
791,156,0.4807692307692308,14052,1
792,110,0.02727272727272727,10016,2
792,110,0.4727272727272727,16601,2
792,110,0.5,16682,1
793,200,0.535,12323,2
793,200,0.465,14072,1
794,139,0.5035971223021583,10013,2
794,139,0.49640287769784175,10864,1
795,429,0.4358974358974359,14809,2
795,429,0.5641025641025641,13843,1
796,291,0.48109965635738833,14074,1
796,291,0.5189003436426117,15331,2
797,186,0.5376344086021505,12323,2
797,186,0.46236559139784944,13689,1
798,202,0.5841584158415841,13190,2
798,202,0.01485148514851485,13837,1
798,202,0.400990099009901,13907,1
799,88,0.48863636363636365,13181,2
799,88,0.5113636363636364,13975,1
800,124,0.3709677419354839,10018,2
800,124,0.6290322580645161,16195,1
801,587,0.534923339011925,10016,2
801,587,0.46507666098807493,16255,1
802,342,0.011695906432748537,14778,1
802,342,0.5,16243,2
802,342,0.48830409356725146,16683,1
803,203,0.4433497536945813,10014,2
803,203,0.5566502463054187,14740,1
804,527,0.3415559772296015,10014,2
804,527,0.538899430740038,13786,1
804,527,0.0018975332068311196,14803,2
804,527,0.11764705882352941,13213,2
805,95,0.43157894736842106,10014,2
805,95,0.5684210526315789,14089,1
806,132,0.03787878787878788,10016,2
806,132,0.4772727272727273,16214,1
806,132,0.007575757575757576,16221,1
806,132,0.4772727272727273,16407,2
807,181,0.016574585635359115,14558,1
807,181,0.0055248618784530384,16320,0
807,181,0.430939226519337,16338,1
807,181,0.5469613259668509,16407,2
808,284,0.602112676056338,14145,1
808,284,0.397887323943662,16672,2
809,2112,0.5662878787878788,13212,2
809,2112,0.4337121212121212,14145,1
810,172,0.622093023255814,13786,1
810,172,0.37790697674418605,13183,2
811,313,0.4249201277955272,13213,2
811,313,0.5750798722044729,14090,1
812,223,0.4080717488789238,12531,2
812,223,0.5919282511210763,16293,1
813,668,0.5853293413173652,16263,2
813,668,0.41467065868263475,16505,1
814,345,0.5739130434782609,10016,2
814,345,0.4260869565217391,13752,1
815,883,0.49150622876557193,15273,1
815,883,0.5084937712344281,16243,2
816,656,0.49085365853658536,10016,2
816,656,0.5091463414634146,16394,1
817,594,0.5656565656565656,13207,2
817,594,0.43265993265993263,13740,1
817,594,0.0016835016835016834,13778,1
818,405,0.454320987654321,13183,2
818,405,0.5456790123456791,13691,1
819,311,0.4790996784565916,13225,2
819,311,0.5209003215434084,15643,1
820,112,0.4732142857142857,16605,1
820,112,0.5267857142857143,16695,2
821,547,0.506398537477148,16178,2
821,547,0.003656307129798903,16504,1
821,547,0.489945155393053,16505,1
822,430,0.4744186046511628,13183,2
822,430,0.5255813953488372,14967,1
823,262,0.4389312977099237,10014,2
823,262,0.5610687022900763,14394,1
824,431,0.44779582366589327,13192,2
824,431,0.5522041763341067,13815,1
825,420,0.009523809523809525,16499,1
825,420,0.5833333333333334,16605,1
825,420,0.40714285714285714,16671,2
826,157,0.47770700636942676,10013,2
826,157,0.5095541401273885,16215,1
826,157,0.012738853503184714,16259,1
827,271,0.0036900369003690036,13183,2
827,271,0.13653136531365315,13183,2
827,271,0.8597785977859779,13771,1
828,390,0.007692307692307693,14247,1
828,390,0.48205128205128206,14803,2
828,390,0.5102564102564102,13731,1
829,525,0.38476190476190475,10017,2
829,525,0.6152380952380953,13702,1
830,414,0.5483091787439613,13230,2
830,414,0.45169082125603865,15313,1
831,521,0.5163147792706334,13181,2
831,521,0.4836852207293666,13839,1
832,1095,0.4958904109589041,13197,2
832,1095,0.5013698630136987,15206,1
832,1095,0.0027397260273972603,14807,2
833,152,0.039473684210526314,16221,1
833,152,0.05263157894736842,16323,1
833,152,0.4473684210526316,16376,1
833,152,0.42105263157894735,16407,2
833,152,0.039473684210526314,16683,1
834,1007,0.0009930486593843098,14329,0
834,1007,0.4299900695134062,14429,2
834,1007,0.10526315789473684,14558,1
834,1007,0.08937437934458789,16178,2
834,1007,0.0019860973187686196,16284,1
834,1007,0.00893743793445879,16384,1
834,1007,0.3634558093346574,16542,1
835,163,0.22085889570552147,10016,2
835,163,0.7730061349693251,14074,1
835,163,0.006134969325153374,14437,0
836,280,0.4714285714285714,15676,2
836,280,0.5285714285714286,15974,1
837,108,0.4537037037037037,14802,2
837,108,0.5462962962962963,14111,1
838,859,0.4691501746216531,13192,2
838,859,0.5308498253783469,13768,1
839,238,0.008403361344537815,10013,2
839,238,0.5546218487394958,10013,2
839,238,0.4369747899159664,14558,1
840,378,0.6587301587301587,10016,2
840,378,0.3412698412698413,10866,1
841,304,0.3782894736842105,13217,2
841,304,0.6217105263157895,13732,1
842,891,0.7194163860830527,10016,2
842,891,0.28058361391694725,13876,1
843,141,0.7730496453900709,13187,2
843,141,0.22695035460992907,13785,1
844,174,0.4425287356321839,13198,2
844,174,0.5574712643678161,13925,1
845,614,0.5,15281,1
845,614,0.5,14806,2
846,330,0.5060606060606061,10016,2
846,330,0.49393939393939396,14088,1
847,311,0.6334405144694534,14541,1
847,311,0.3665594855305466,13197,2
848,532,0.5770676691729323,10014,2
848,532,0.42293233082706766,14179,1
849,236,0.4110169491525424,16215,1
849,236,0.07203389830508475,16582,1
849,236,0.01694915254237288,16657,1
849,236,0.5,16670,2
850,276,0.5471014492753623,16286,1
850,276,0.0036231884057971015,16490,1
850,276,0.007246376811594203,16575,1
850,276,0.4420289855072464,16670,2
851,410,0.5682926829268292,16178,2
851,410,0.007317073170731708,16409,1
851,410,0.424390243902439,16691,1
852,274,0.6313868613138686,15667,1
852,274,0.3686131386861314,15676,2
853,151,0.5165562913907285,10017,2
853,151,0.48344370860927155,13702,1
854,1263,0.5811559778305622,12531,2
854,1263,0.41884402216943784,16295,1
855,409,0.44987775061124696,13154,2
855,409,0.0024449877750611247,16245,1
855,409,0.012224938875305624,16252,1
855,409,0.0024449877750611247,16338,1
855,409,0.5330073349633252,16658,1
856,219,0.5616438356164384,10018,2
856,219,0.0091324200913242,16257,0
856,219,0.4292237442922374,16484,1
857,141,0.624113475177305,10016,2
857,141,0.375886524822695,13844,1
858,326,0.4049079754601227,14802,2
858,326,0.5950920245398773,13966,1
859,404,0.4876237623762376,10014,2
859,404,0.5123762376237624,14573,1
860,378,0.4973544973544973,10014,2
860,378,0.5026455026455027,14456,1
861,326,0.5061349693251533,12531,2
861,326,0.4938650306748466,14456,1
862,126,0.3888888888888889,13918,1
862,126,0.6111111111111112,14808,2
863,105,0.41904761904761906,13183,2
863,105,0.580952380952381,14192,1
864,1834,0.5119956379498364,10014,2
864,1834,0.026172300981461286,13197,2
864,1834,0.4618320610687023,13708,1
865,339,0.56047197640118,10018,2
865,339,0.43952802359882004,16362,1
866,99,0.5353535353535354,10013,2
866,99,0.46464646464646464,16675,1
867,253,0.48221343873517786,13191,2
867,253,0.5177865612648221,13771,1
868,289,0.46366782006920415,13193,2
868,289,0.4186851211072664,13758,1
868,289,0.11764705882352941,13948,1
869,428,0.6588785046728972,13186,2
869,428,0.3411214953271028,14047,1
870,91,0.6153846153846154,13225,2
870,91,0.38461538461538464,14074,1
871,250,0.492,10013,2
871,250,0.504,16273,1
871,250,0.004,16435,1
872,222,0.5495495495495496,10018,2
872,222,0.45045045045045046,16543,1
873,416,0.5913461538461539,10013,2
873,416,0.40865384615384615,16314,1
874,239,0.4435146443514644,10016,2
874,239,0.5564853556485355,16613,1
875,206,0.45145631067961167,10014,2
875,206,0.5485436893203883,14505,1
876,54,0.037037037037037035,13845,1
876,54,0.4444444444444444,14354,1
876,54,0.5185185185185185,14429,2
877,318,0.5817610062893082,10013,2
877,318,0.41823899371069184,13688,1
878,708,0.461864406779661,14083,1
878,708,0.538135593220339,14651,2
879,37,0.16216216216216217,14224,1
879,37,0.8378378378378378,15129,2
880,629,0.4578696343402226,10014,2
880,629,0.5421303656597775,14414,1
881,113,0.4690265486725664,13181,2
881,113,0.5309734513274337,14131,1
882,239,0.5523012552301255,16279,1
882,239,0.4476987447698745,16637,2
883,480,0.58125,14558,1
883,480,0.4166666666666667,16361,2
883,480,0.0020833333333333333,16584,1
884,232,0.5344827586206896,10013,2
884,232,0.46551724137931033,16479,1
885,249,0.01606425702811245,10015,2
885,249,0.5261044176706827,13228,2
885,249,0.008032128514056224,14144,1
885,249,0.4497991967871486,14496,1
886,295,0.4745762711864407,10014,2
886,295,0.003389830508474576,14199,1
886,295,0.5220338983050847,14558,1
887,340,0.48823529411764705,13182,2
887,340,0.5117647058823529,14095,1
888,164,0.5670731707317073,14802,2
888,164,0.4329268292682927,13716,1
889,105,0.4666666666666667,13197,2
889,105,0.5333333333333333,13857,1
890,47,0.40425531914893614,13205,2
890,47,0.5957446808510638,14133,1
891,524,0.5076335877862596,10014,2
891,524,0.49236641221374045,14178,1
892,264,0.45454545454545453,10016,2
892,264,0.125,14345,0
892,264,0.38257575757575757,15867,1
892,264,0.03787878787878788,16320,0
893,218,0.5091743119266054,10014,2
893,218,0.4908256880733945,13874,1
894,193,0.46632124352331605,13195,2
894,193,0.533678756476684,13702,1
895,834,0.17266187050359713,10134,2
895,834,0.3105515587529976,13199,2
895,834,0.5167865707434053,13702,1
896,113,0.017699115044247787,10016,2
896,113,0.48672566371681414,13226,2
896,113,0.49557522123893805,14074,1
897,89,0.6292134831460674,13214,2
897,89,0.011235955056179775,14074,1
897,89,0.3595505617977528,13979,1
898,192,0.4791666666666667,12531,2
898,192,0.5208333333333334,15425,1
899,395,0.5392405063291139,14802,2
899,395,0.002531645569620253,13998,1
899,395,0.4582278481012658,14105,1
900,184,0.41847826086956524,13192,2
900,184,0.5815217391304348,14410,1
901,509,0.5854616895874263,10014,2
901,509,0.41453831041257366,15230,1
902,67,0.373134328358209,12323,2
902,67,0.6268656716417911,14071,1
903,197,0.5583756345177665,13228,2
903,197,0.4365482233502538,14496,1
903,197,0.005076142131979695,16668,1
904,201,0.03482587064676617,13752,1
904,201,0.09950248756218906,13754,1
904,201,0.5174129353233831,14204,1
904,201,0.3482587064676617,14809,2
905,137,0.4306569343065693,13154,2
905,137,0.5693430656934306,13771,1
906,98,0.46938775510204084,14802,2
906,98,0.5306122448979592,13716,1
907,335,0.41492537313432837,13230,2
907,335,0.5850746268656717,13831,1
908,163,0.48466257668711654,13190,2
908,163,0.5153374233128835,13762,1
909,351,0.002849002849002849,13185,2
909,351,0.4757834757834758,13181,2
909,351,0.5213675213675214,13819,1
910,49,0.5714285714285714,15694,1
910,49,0.42857142857142855,13223,2
911,210,0.5666666666666667,12531,2
911,210,0.43333333333333335,15722,1
912,286,0.5384615384615384,10013,2
912,286,0.46153846153846156,16427,1
913,159,0.050314465408805034,14345,0
913,159,0.5408805031446541,14499,1
913,159,0.4025157232704403,14809,2
913,159,0.006289308176100629,16510,1
914,599,0.08013355592654424,13207,2
914,599,0.44574290484140233,13207,2
914,599,0.4741235392320534,14062,1
915,185,0.2864864864864865,10016,2
915,185,0.05405405405405406,14429,2
915,185,0.6162162162162163,15867,1
915,185,0.043243243243243246,16233,1
916,497,0.3682092555331992,10014,2
916,497,0.6317907444668008,14558,1
917,228,0.4780701754385965,10013,2
917,228,0.5219298245614035,14071,1
918,188,0.3882978723404255,10013,2
918,188,0.02127659574468085,13735,1
918,188,0.5904255319148937,13772,1
919,286,0.4405594405594406,13195,2
919,286,0.5594405594405595,14088,1
920,100,0.38,13216,2
920,100,0.62,14056,1
921,796,0.5100502512562815,10013,2
921,796,0.06155778894472362,13154,2
921,796,0.42839195979899497,16613,1
922,180,0.38333333333333336,13154,2
922,180,0.6111111111111112,13940,1
922,180,0.005555555555555556,14329,0
923,305,0.4852459016393443,14228,1
923,305,0.5147540983606558,13211,2
924,177,0.5084745762711864,14118,1
924,177,0.4915254237288136,13211,2
925,134,0.5447761194029851,10014,2
925,134,0.4552238805970149,16284,1
926,186,0.4946236559139785,13187,2
926,186,0.5053763440860215,14081,1
927,89,0.5280898876404494,13218,2
927,89,0.47191011235955055,13732,1
928,217,0.5299539170506913,10013,2
928,217,0.4700460829493088,14071,1
929,66,0.45454545454545453,14256,1
929,66,0.5454545454545454,13213,2
930,143,0.4825174825174825,13771,1
930,143,0.5174825174825175,14803,2
931,79,0.5569620253164557,13189,2
931,79,0.4430379746835443,13975,1
932,217,0.013824884792626729,10016,2
932,217,0.45161290322580644,13186,2
932,217,0.5345622119815668,13968,1
933,90,0.32222222222222224,13214,2
933,90,0.6777777777777778,13839,1
934,120,0.525,10018,2
934,120,0.475,14389,1
935,13,0.6923076923076923,12272,1
935,13,0.3076923076923077,13210,2
936,124,0.45161290322580644,13195,2
936,124,0.5483870967741935,13708,1
937,160,0.55,10014,2
937,160,0.45,13957,1
938,293,0.5597269624573379,16568,2
938,293,0.4402730375426621,16684,1
939,196,0.8061224489795918,10013,2
939,196,0.00510204081632653,16283,1
939,196,0.16326530612244897,16577,1
939,196,0.025510204081632654,16670,2
940,435,0.5632183908045977,10016,2
940,435,0.4367816091954023,13716,1
941,105,0.6285714285714286,14128,1
941,105,0.37142857142857144,14418,2
942,285,0.0035087719298245615,13217,2
942,285,0.47017543859649125,13217,2
942,285,0.5263157894736842,14148,1
943,226,0.01327433628318584,13228,2
943,226,0.008849557522123894,14198,1
943,226,0.5575221238938053,14809,2
943,226,0.04424778761061947,14809,2
943,226,0.37610619469026546,14198,1
944,153,0.8758169934640523,13202,2
944,153,0.10457516339869281,14071,1
944,153,0.0196078431372549,14246,0
945,246,0.4796747967479675,10013,2
945,246,0.5203252032520326,14052,1
946,231,0.47619047619047616,14692,1
946,231,0.5238095238095238,14807,2
947,179,0.43575418994413406,10016,2
947,179,0.5642458100558659,16622,1
948,195,0.48205128205128206,13195,2
948,195,0.517948717948718,13810,1
949,158,0.5443037974683544,10016,2
949,158,0.45569620253164556,10864,1
950,136,0.7205882352941176,14802,2
950,136,0.27941176470588236,10864,1
951,82,0.3048780487804878,13181,2
951,82,0.6951219512195121,14121,1
952,242,0.4628099173553719,13190,2
952,242,0.5371900826446281,13789,1
953,81,0.49382716049382713,10013,2
953,81,0.024691358024691357,16454,1
953,81,0.012345679012345678,16483,1
953,81,0.4691358024691358,16613,1
954,141,0.524822695035461,13198,2
954,141,0.475177304964539,14080,1
955,127,0.3937007874015748,13216,2
955,127,0.6062992125984252,13974,1
956,372,0.6075268817204301,10014,2
956,372,0.3924731182795699,16574,1
957,496,0.42338709677419356,14429,2
957,496,0.5766129032258065,15867,1
958,339,0.0029498525073746312,15288,1
958,339,0.45132743362831856,13225,2
958,339,0.5457227138643068,15643,1
959,247,0.004048582995951417,10016,2
959,247,0.4817813765182186,14429,2
959,247,0.5101214574898786,16574,1
959,247,0.004048582995951417,16620,1
960,679,0.5758468335787923,13207,2
960,679,0.42415316642120765,14044,1
961,570,0.45263157894736844,10016,2
961,570,0.5473684210526316,13965,1
962,206,0.0048543689320388345,13200,2
962,206,0.6116504854368932,13192,2
962,206,0.38349514563106796,13968,1
963,555,0.4900900900900901,13192,2
963,555,0.5099099099099099,14410,1
964,981,0.4597349643221203,16367,2
964,981,0.5402650356778798,16437,1
965,196,0.08673469387755102,14345,0
965,196,0.6020408163265306,15676,2
965,196,0.23469387755102042,16437,1
965,196,0.07653061224489796,16601,2
966,182,0.489010989010989,13187,2
966,182,0.510989010989011,13755,1
967,760,0.6131578947368421,13186,2
967,760,0.3868421052631579,13789,1
968,234,0.4358974358974359,13192,2
968,234,0.5641025641025641,15369,1
969,163,0.05521472392638037,13765,1
969,163,0.3006134969325153,16584,1
969,163,0.6319018404907976,16624,2
969,163,0.012269938650306749,16658,1
970,213,0.5446009389671361,16305,1
970,213,0.4507042253521127,16407,2
970,213,0.004694835680751174,16632,1
971,430,0.018604651162790697,14144,1
971,430,0.4558139534883721,16317,2
971,430,0.5069767441860465,16550,1
971,430,0.018604651162790697,16668,1
972,477,0.4088050314465409,14802,2
972,477,0.5911949685534591,13844,1
973,139,0.007194244604316547,10016,2
973,139,0.5683453237410072,10013,2
973,139,0.4244604316546763,13918,1
974,181,0.5248618784530387,13183,2
974,181,0.47513812154696133,13787,1
975,175,0.56,10013,2
975,175,0.44,13875,1
976,167,0.40119760479041916,13198,2
976,167,0.5988023952095808,14149,1
977,192,0.4114583333333333,15272,1
977,192,0.5885416666666666,14806,2
978,136,0.5294117647058824,10013,2
978,136,0.4632352941176471,13856,1
978,136,0.007352941176470588,14142,1
979,136,0.5294117647058824,15093,1
979,136,0.47058823529411764,14806,2
980,179,0.6201117318435754,10016,2
980,179,0.37988826815642457,14054,1
981,58,0.6379310344827587,12531,2
981,58,0.3448275862068966,13838,1
981,58,0.017241379310344827,15288,1
982,223,0.515695067264574,10013,2
982,223,0.484304932735426,16427,1
983,433,0.6143187066974596,10014,2
983,433,0.3856812933025404,16254,1
