synid,voxelcount,prob,neuron,type
329,247,0.4574898785425101,16603,2
330,235,0.44680851063829785,13210,2
330,235,0.5531914893617021,13883,1
331,161,0.5527950310559007,14097,1
331,161,0.4472049689440994,13154,2
332,388,0.520618556701031,13200,2
332,388,0.4793814432989691,14097,1
333,343,0.4868804664723032,10016,2
333,343,0.5131195335276968,13954,1
334,783,0.4942528735632184,10016,2
334,783,0.5057471264367817,14152,1
335,803,0.5703611457036114,10016,2
335,803,0.42963885429638854,15757,1
336,311,0.5627009646302251,14805,2
336,311,0.01929260450160772,16234,2
336,311,0.003215434083601286,16257,0
336,311,0.40836012861736337,16372,1
336,311,0.006430868167202572,16518,1
337,1004,0.31274900398406374,16213,1
337,1004,0.6713147410358565,16361,2
337,1004,0.01593625498007968,16576,2
338,354,0.5423728813559322,10016,2
338,354,0.4576271186440678,14014,1
339,140,0.5857142857142857,13187,2
339,140,0.4142857142857143,13870,1
340,609,0.41050903119868637,10018,2
340,609,0.5894909688013136,14098,1
341,12,0.5833333333333334,14220,1
341,12,0.4166666666666667,14818,2
342,150,0.013333333333333334,16178,2
342,150,0.013333333333333334,16370,1
342,150,0.6466666666666666,16422,1
342,150,0.03333333333333333,16556,0
342,150,0.29333333333333333,16639,2
343,279,0.45161290322580644,13217,2
343,279,0.5483870967741935,13751,1
344,69,0.7681159420289855,13220,2
344,69,0.2318840579710145,14187,1
345,876,0.5924657534246576,13207,2
345,876,0.4075342465753425,14008,1
346,105,0.5619047619047619,13212,2
346,105,0.4380952380952381,14114,1
347,268,0.7723880597014925,10016,2
347,268,0.208955223880597,16339,1
347,268,0.0037313432835820895,16626,1
347,268,0.014925373134328358,16677,1
348,250,0.404,10017,2
348,250,0.004,14437,0
348,250,0.592,16159,1
349,481,0.49480249480249483,13191,2
349,481,0.5051975051975052,13692,1
350,138,0.3333333333333333,10016,2
350,138,0.6666666666666666,13722,1
351,148,0.43243243243243246,13211,2
351,148,0.5675675675675675,13961,1
352,257,0.4474708171206226,13202,2
352,257,0.5525291828793775,13952,1
353,886,0.5112866817155757,10018,2
353,886,0.4887133182844244,14452,1
354,397,0.47103274559193953,10017,2
354,397,0.5188916876574308,16349,1
354,397,0.010075566750629723,16581,1
355,1122,0.5802139037433155,10016,2
355,1122,0.00089126559714795,14309,0
355,1122,0.41889483065953653,14452,1
356,570,0.5263157894736842,13218,2
356,570,0.007017543859649123,14247,1
356,570,0.4666666666666667,16433,1
357,184,0.5434782608695652,10018,2
357,184,0.45652173913043476,16337,1
358,2824,0.44369688385269124,15502,2
358,2824,0.5548866855524079,16349,1
358,2824,0.00141643059490085,16389,1
359,462,0.48917748917748916,10017,2
359,462,0.5108225108225108,13926,1
360,211,0.5308056872037915,13533,2
360,211,0.46919431279620855,14395,1
361,90,0.06666666666666667,16257,0
361,90,0.03333333333333333,16303,1
361,90,0.3,16542,1
361,90,0.6,16576,2
362,858,0.4533799533799534,10017,2
362,858,0.4090909090909091,14015,1
362,858,0.13752913752913754,14208,1
363,430,0.5209302325581395,10018,2
363,430,0.4790697674418605,13880,1
364,88,0.4772727272727273,13187,2
364,88,0.5227272727272727,13897,1
365,250,0.56,10016,2
365,250,0.44,13870,1
366,136,0.49264705882352944,13506,2
366,136,0.5073529411764706,14073,1
367,233,0.49356223175965663,10016,2
367,233,0.5064377682403434,13923,1
368,461,0.5314533622559653,10016,2
368,461,0.0021691973969631237,13842,1
368,461,0.46637744034707157,13854,1
369,15,0.8,12531,2
369,15,0.2,16696,1
370,2037,0.44378988708885614,16361,2
370,2037,0.5562101129111439,16609,1
371,54,0.6111111111111112,10016,2
371,54,0.3888888888888889,14091,1
372,87,0.4482758620689655,14805,2
372,87,0.5517241379310345,13874,1
373,39,0.6923076923076923,14120,2
373,39,0.3076923076923077,14395,1
374,101,0.44554455445544555,13506,2
374,101,0.5445544554455446,14129,1
374,101,0.009900990099009901,14221,1
375,423,0.46099290780141844,10017,2
375,423,0.5224586288416075,15809,1
375,423,0.009456264775413711,16606,1
375,423,0.0070921985815602835,16628,1
376,190,0.3473684210526316,10017,2
376,190,0.6526315789473685,16282,1
377,209,0.4880382775119617,10016,2
377,209,0.5119617224880383,13810,1
378,284,0.40492957746478875,10017,2
378,284,0.08450704225352113,14196,1
378,284,0.5105633802816901,16297,1
379,139,0.4892086330935252,14808,2
379,139,0.5107913669064749,14137,1
380,250,0.116,10018,2
380,250,0.464,10018,2
380,250,0.42,16510,1
381,225,0.04,10018,2
381,225,0.4222222222222222,10018,2
381,225,0.4622222222222222,16297,1
381,225,0.04888888888888889,16387,1
381,225,0.02666666666666667,16407,2
382,37,0.5945945945945946,10018,2
382,37,0.02702702702702703,14070,1
382,37,0.3783783783783784,13689,1
383,128,0.4765625,13192,2
383,128,0.5234375,13761,1
384,99,0.3838383838383838,13181,2
384,99,0.6161616161616161,14024,1
385,569,0.0017574692442882249,16372,1
385,569,0.040421792618629174,16409,1
385,569,0.5413005272407733,16576,2
385,569,0.4165202108963093,16594,1
386,41,0.024390243902439025,14345,0
386,41,0.04878048780487805,14464,1
386,41,0.926829268292683,15502,2
387,336,0.5119047619047619,13191,2
387,336,0.4880952380952381,13739,1
388,157,0.5159235668789809,13154,2
388,157,0.4840764331210191,13859,1
389,138,0.34782608695652173,13206,2
389,138,0.021739130434782608,14016,1
389,138,0.6304347826086957,14016,1
390,218,0.481651376146789,10017,2
390,218,0.518348623853211,14014,1
391,56,0.5714285714285714,10016,2
391,56,0.42857142857142855,13722,1
392,463,0.4557235421166307,13182,2
392,463,0.5442764578833693,13773,1
393,388,0.6262886597938144,13154,2
393,388,0.37371134020618557,14004,1
394,218,0.536697247706422,10016,2
394,218,0.463302752293578,14152,1
395,189,0.5343915343915344,10016,2
395,189,0.4656084656084656,14607,1
396,1110,0.4972972972972973,10016,2
396,1110,0.5027027027027027,15757,1
397,267,0.4868913857677903,10018,2
397,267,0.5131086142322098,16550,1
398,114,0.543859649122807,10018,2
398,114,0.008771929824561403,14201,1
398,114,0.4473684210526316,14013,1
399,157,0.40764331210191085,13217,2
399,157,0.5923566878980892,14008,1
400,127,0.47244094488188976,13182,2
400,127,0.5275590551181102,14115,1
401,273,0.43223443223443225,13188,2
401,273,0.5677655677655677,13842,1
402,491,0.4256619144602851,10017,2
402,491,0.5743380855397149,14002,1
403,335,0.48955223880597015,16178,2
403,335,0.4835820895522388,16232,1
403,335,0.026865671641791045,16513,1
404,149,0.3087248322147651,10018,2
404,149,0.24161073825503357,11311,2
404,149,0.44966442953020136,16478,1
405,183,0.5355191256830601,14805,2
405,183,0.3989071038251366,16293,1
405,183,0.06557377049180328,16623,1
406,185,0.032432432432432434,10016,2
406,185,0.2702702702702703,10016,2
406,185,0.6972972972972973,14455,1
407,63,0.5396825396825397,10016,2
407,63,0.4603174603174603,14014,1
408,814,0.5638820638820639,13187,2
408,814,0.013513513513513514,13192,2
408,814,0.4004914004914005,13739,1
408,814,0.022113022113022112,13920,1
409,53,0.5283018867924528,13182,2
409,53,0.4716981132075472,13842,1
410,208,0.6153846153846154,13154,2
410,208,0.38461538461538464,13775,1
411,295,0.4271186440677966,10016,2
411,295,0.020338983050847456,16257,0
411,295,0.5525423728813559,16542,1
412,149,0.40939597315436244,16192,2
412,149,0.5906040268456376,16337,1
413,137,0.5182481751824818,10014,2
413,137,0.058394160583941604,13218,2
413,137,0.16058394160583941,14188,1
413,137,0.26277372262773724,14188,1
414,117,0.017094017094017096,10018,2
414,117,0.358974358974359,10018,2
414,117,0.6239316239316239,16459,1
415,535,0.4504672897196262,13183,2
415,535,0.5495327102803739,13773,1
416,97,0.4020618556701031,14156,1
416,97,0.5979381443298969,13196,2
417,279,0.4910394265232975,13187,2
417,279,0.5089605734767025,13871,1
418,493,0.665314401622718,13190,2
418,493,0.33468559837728196,13833,1
419,240,0.4875,16566,1
419,240,0.008333333333333333,16615,0
419,240,0.5041666666666667,16670,2
420,198,0.6666666666666666,14805,2
420,198,0.3333333333333333,16389,1
421,290,0.6172413793103448,13859,1
421,290,0.38275862068965516,14812,2
422,681,0.4933920704845815,13198,2
422,681,0.5051395007342144,14159,1
422,681,0.0014684287812041115,14181,1
423,600,0.54,13205,2
423,600,0.46,13863,1
424,581,0.5266781411359724,10017,2
424,581,0.47160068846815834,14002,1
424,581,0.0017211703958691911,14488,0
425,226,0.5132743362831859,16178,2
425,226,0.4690265486725664,16337,1
425,226,0.017699115044247787,16520,1
426,452,0.46017699115044247,10017,2
426,452,0.5398230088495575,14234,1
427,33,0.36363636363636365,13212,2
427,33,0.6363636363636364,14159,1
428,187,0.5561497326203209,14808,2
428,187,0.44385026737967914,13761,1
429,275,0.5563636363636364,13190,2
429,275,0.44363636363636366,14239,1
430,465,0.38924731182795697,16178,2
430,465,0.6064516129032258,16236,1
430,465,0.004301075268817204,16673,2
431,64,0.5,13187,2
431,64,0.5,14512,1
432,134,0.5522388059701493,16145,2
432,134,0.44776119402985076,14445,1
433,414,0.427536231884058,14061,1
433,414,0.572463768115942,16671,2
434,424,0.0023584905660377358,10018,2
434,424,0.5990566037735849,16361,2
434,424,0.0023584905660377358,16576,2
434,424,0.39622641509433965,16599,1
435,510,0.23921568627450981,16234,2
435,510,0.7607843137254902,16440,1
436,304,0.14473684210526316,10018,2
436,304,0.34210526315789475,10018,2
436,304,0.5131578947368421,16308,1
437,47,0.574468085106383,10018,2
437,47,0.425531914893617,13933,1
438,336,0.5744047619047619,13182,2
438,336,0.4255952380952381,13923,1
439,661,0.5249621785173979,13192,2
439,661,0.4750378214826021,14001,1
440,717,0.6499302649930265,13218,2
440,717,0.001394700139470014,13220,2
440,717,0.3486750348675035,14273,1
441,76,0.4868421052631579,10017,2
441,76,0.5131578947368421,14008,1
442,119,0.4957983193277311,10016,2
442,119,0.4369747899159664,13692,1
442,119,0.06722689075630252,14286,0
443,92,0.5,13154,2
443,92,0.5,14071,1
444,637,0.0031397174254317113,16212,1
444,637,0.5117739403453689,16352,1
444,637,0.4850863422291994,16361,2
445,159,0.05660377358490566,14196,1
445,159,0.1509433962264151,14805,2
445,159,0.7358490566037735,16634,1
445,159,0.05660377358490566,16639,2
446,106,0.44339622641509435,13198,2
446,106,0.5566037735849056,13897,1
447,58,0.3448275862068966,13833,1
447,58,0.6551724137931034,13154,2
448,88,0.6136363636363636,13186,2
448,88,0.38636363636363635,14578,1
449,296,0.527027027027027,10016,2
449,296,0.47297297297297297,16319,1
450,761,0.001314060446780552,16396,1
450,761,0.3745072273324573,16520,1
450,761,0.6241787122207622,16639,2
451,360,0.4638888888888889,10017,2
451,360,0.5361111111111111,14274,1
452,186,0.7741935483870968,13203,2
452,186,0.20967741935483872,13715,1
452,186,0.016129032258064516,14142,1
453,132,0.3787878787878788,10016,2
453,132,0.6212121212121212,14058,1
454,280,0.45357142857142857,10016,2
454,280,0.5464285714285714,16628,1
455,69,0.5072463768115942,13154,2
455,69,0.4927536231884058,14038,1
456,342,0.41228070175438597,14120,2
456,342,0.5877192982456141,13830,1
457,210,0.5714285714285714,13198,2
457,210,0.42857142857142855,14062,1
458,306,0.45098039215686275,13154,2
458,306,0.5490196078431373,14261,1
459,90,0.5444444444444444,10017,2
459,90,0.45555555555555555,13752,1
460,124,0.4112903225806452,14222,1
460,124,0.5887096774193549,14811,2
461,230,0.4652173913043478,13192,2
461,230,0.5347826086956522,14068,1
462,143,0.4755244755244755,13203,2
462,143,0.5244755244755245,13761,1
463,271,0.44280442804428044,13206,2
463,271,0.11070110701107011,13207,2
463,271,0.44649446494464945,14008,1
464,70,0.44285714285714284,10013,2
464,70,0.5571428571428572,13951,1
465,239,0.012552301255230125,16196,1
465,239,0.6485355648535565,16476,2
465,239,0.3389121338912134,16499,1
466,62,0.6774193548387096,13116,2
466,62,0.3225806451612903,14181,1
467,955,0.46596858638743455,16178,2
467,955,0.5340314136125655,16376,1
468,56,0.6428571428571429,14812,2
468,56,0.35714285714285715,13938,1
469,272,0.47794117647058826,10018,2
469,272,0.5220588235294118,16460,1
470,124,0.3790322580645161,10016,2
470,124,0.5645161290322581,14201,1
470,124,0.056451612903225805,14345,0
471,355,0.5211267605633803,16178,2
471,355,0.4788732394366197,16610,1
472,599,0.5976627712854758,13209,2
472,599,0.4023372287145242,14144,1
473,271,0.5129151291512916,13181,2
473,271,0.4870848708487085,14057,1
474,307,0.3778501628664495,10017,2
474,307,0.003257328990228013,14283,0
474,307,0.6188925081433225,13837,1
475,164,0.5121951219512195,13181,2
475,164,0.4878048780487805,14155,1
476,390,0.6282051282051282,16178,2
476,390,0.35384615384615387,16207,1
476,390,0.007692307692307693,16392,1
476,390,0.010256410256410256,16572,2
477,236,0.08898305084745763,10018,2
477,236,0.4533898305084746,10018,2
477,236,0.4576271186440678,16652,1
478,542,0.6512915129151291,10017,2
478,542,0.34870848708487084,14073,1
479,566,0.666077738515901,10016,2
479,566,0.3339222614840989,13834,1
480,617,0.5008103727714749,13200,2
480,617,0.4991896272285251,13999,1
481,514,0.4591439688715953,10016,2
481,514,0.0038910505836575876,13985,1
481,514,0.5369649805447471,14970,1
482,115,0.3391304347826087,10016,2
482,115,0.008695652173913044,16366,1
482,115,0.6521739130434783,16381,1
483,122,0.5655737704918032,10016,2
483,122,0.4344262295081967,14038,1
484,19,0.5263157894736842,13186,2
484,19,0.47368421052631576,14690,1
485,543,0.5303867403314917,14811,2
485,543,0.4696132596685083,14153,1
486,284,0.3204225352112676,13879,1
486,284,0.6795774647887324,16672,2
487,69,0.6956521739130435,13220,2
487,69,0.30434782608695654,13787,1
488,806,0.5310173697270472,10016,2
488,806,0.46898263027295284,13834,1
489,262,0.3702290076335878,13186,2
489,262,0.6297709923664122,14000,1
490,177,0.4519774011299435,13509,2
490,177,0.5480225988700564,13982,1
491,104,0.5480769230769231,13186,2
491,104,0.4519230769230769,13854,1
492,247,0.340080971659919,16283,1
492,247,0.659919028340081,16673,2
493,1087,0.6485740570377185,16361,2
493,1087,0.3514259429622815,16532,1
494,180,0.5111111111111111,10018,2
494,180,0.4888888888888889,16273,1
495,258,0.3643410852713178,10017,2
495,258,0.007751937984496124,13218,2
495,258,0.4728682170542636,14008,1
495,258,0.003875968992248062,14145,1
495,258,0.1511627906976744,14262,0
496,351,0.42165242165242167,13206,2
496,351,0.5783475783475783,13928,1
497,177,0.4350282485875706,12323,2
497,177,0.5649717514124294,13877,1
498,208,0.6346153846153846,13202,2
498,208,0.36538461538461536,14126,1
499,234,0.46153846153846156,14810,2
499,234,0.5384615384615384,13713,1
500,603,0.48258706467661694,14814,2
500,603,0.5174129353233831,14223,1
501,363,0.42424242424242425,13195,2
501,363,0.5757575757575758,13775,1
502,286,0.479020979020979,10017,2
502,286,0.5209790209790209,13830,1
503,680,0.6132352941176471,15867,1
503,680,0.38676470588235295,16576,2
504,134,0.5597014925373134,10014,2
504,134,0.44029850746268656,14068,1
505,235,0.5531914893617021,10017,2
505,235,0.44680851063829785,14116,1
506,1206,0.543117744610282,10016,2
506,1206,0.45688225538971805,13830,1
507,222,0.44594594594594594,10013,2
507,222,0.545045045045045,16435,1
507,222,0.009009009009009009,16684,1
508,87,0.5977011494252874,16178,2
508,87,0.011494252873563218,16257,0
508,87,0.39080459770114945,16590,1
509,1337,0.3335826477187734,14429,2
509,1337,0.17651458489154825,14429,2
509,1337,0.4831712789827973,14499,1
509,1337,0.006731488406881077,16433,1
510,33,0.42424242424242425,13868,1
510,33,0.5757575757575758,13212,2
511,174,0.7068965517241379,10018,2
511,174,0.29310344827586204,16347,1
512,481,0.2806652806652807,16192,2
512,481,0.7110187110187111,16196,1
512,481,0.008316008316008316,16460,1
513,224,0.44642857142857145,10014,2
513,224,0.5491071428571429,14201,1
513,224,0.004464285714285714,16672,2
514,282,0.4078014184397163,15757,1
514,282,0.5921985815602837,16519,2
515,102,0.4019607843137255,14814,2
515,102,0.5980392156862745,13954,1
516,742,0.029649595687331536,16361,2
516,742,0.44339622641509435,16479,1
516,742,0.5269541778975741,16576,2
517,311,0.6270096463022508,13197,2
517,311,0.3729903536977492,14085,1
518,251,0.4900398406374502,14210,1
518,251,0.3346613545816733,13211,2
518,251,0.1752988047808765,15779,2
519,942,0.46602972399150744,10013,2
519,942,0.5339702760084926,13824,1
520,656,0.42835365853658536,14120,2
520,656,0.5716463414634146,14059,1
521,889,0.0011248593925759281,10016,2
521,889,0.6794150731158605,10016,2
521,889,0.3194600674915636,16479,1
522,149,0.5436241610738255,14153,1
522,149,0.38926174496644295,16163,2
522,149,0.06711409395973154,16300,0
523,957,0.48066875653082547,10017,2
523,957,0.5193312434691745,13726,1
524,807,0.4993804213135068,13192,2
524,807,0.5006195786864932,13836,1
525,77,0.4935064935064935,13154,2
525,77,0.5064935064935064,13892,1
526,226,0.252212389380531,10016,2
526,226,0.05309734513274336,14345,0
526,226,0.06637168141592921,16349,1
526,226,0.6238938053097345,16517,1
526,226,0.004424778761061947,16601,2
527,100,0.06,10016,2
527,100,0.31,13183,2
527,100,0.63,13780,1
528,1080,0.5314814814814814,10014,2
528,1080,0.4685185185185185,13702,1
529,357,0.08123249299719888,10016,2
529,357,0.5238095238095238,10016,2
529,357,0.0028011204481792717,14345,0
529,357,0.38935574229691877,16179,1
529,357,0.0028011204481792717,16633,1
530,309,0.3656957928802589,10018,2
530,309,0.6343042071197411,16160,1
531,530,0.46037735849056605,13207,2
531,530,0.539622641509434,14039,1
532,97,0.25773195876288657,13183,2
532,97,0.7422680412371134,13773,1
533,297,0.4444444444444444,13182,2
533,297,0.04377104377104377,13888,1
533,297,0.5117845117845118,14025,1
534,164,0.4451219512195122,13181,2
534,164,0.5548780487804879,14211,1
535,700,0.39285714285714285,14153,1
535,700,0.6071428571428571,16163,2
536,197,0.6598984771573604,10017,2
536,197,0.3401015228426396,13929,1
537,280,0.44642857142857145,12323,2
537,280,0.5535714285714286,13868,1
538,205,0.3853658536585366,14804,2
538,205,0.6146341463414634,13757,1
539,73,0.7534246575342466,13197,2
539,73,0.2465753424657534,14086,1
540,2550,0.09098039215686274,10018,2
540,2550,0.5019607843137255,10018,2
540,2550,0.40705882352941175,16387,1
541,1221,0.4537264537264537,14812,2
541,1221,0.5462735462735463,16394,1
542,189,0.36507936507936506,10017,2
542,189,0.6349206349206349,13902,1
543,977,0.5322415557830092,13182,2
543,977,0.4677584442169908,13777,1
544,238,0.5126050420168067,13193,2
544,238,0.48739495798319327,14034,1
545,131,0.4580152671755725,14120,2
545,131,0.5419847328244275,14176,1
546,197,0.37055837563451777,14239,1
546,197,0.6294416243654822,15156,2
547,205,0.43414634146341463,10016,2
547,205,0.5658536585365853,16184,1
548,235,0.4297872340425532,10016,2
548,235,0.5702127659574469,15809,1
549,149,0.006711409395973154,10015,2
549,149,0.40268456375838924,10016,2
549,149,0.5906040268456376,14064,1
550,334,0.46107784431137727,13189,2
550,334,0.5389221556886228,13906,1
551,97,0.4845360824742268,10016,2
551,97,0.5154639175257731,14151,1
552,123,0.016260162601626018,10016,2
552,123,0.016260162601626018,14345,0
552,123,0.35772357723577236,14499,1
552,123,0.5691056910569106,16263,2
552,123,0.04065040650406504,16376,1
553,220,0.4681818181818182,14808,2
553,220,0.5318181818181819,14157,1
554,243,0.5720164609053497,14414,1
554,243,0.4279835390946502,14803,2
555,119,0.5714285714285714,10016,2
555,119,0.42857142857142855,14388,1
556,160,0.65625,13968,1
556,160,0.34375,13154,2
557,604,0.4304635761589404,13181,2
557,604,0.5695364238410596,13991,1
558,806,0.5086848635235732,15427,1
558,806,0.4913151364764268,13509,2
559,642,0.5467289719626168,16206,1
559,642,0.003115264797507788,16444,1
559,642,0.4501557632398754,16538,2
560,851,0.5229142185663925,10016,2
560,851,0.4770857814336075,16394,1
561,248,0.1774193548387097,10016,2
561,248,0.45161290322580644,10016,2
561,248,0.3709677419354839,14014,1
562,178,0.5898876404494382,10864,1
562,178,0.4101123595505618,13207,2
563,233,0.49356223175965663,13186,2
563,233,0.5064377682403434,14174,1
564,791,0.3969658659924147,13218,2
564,791,0.6030341340075853,14049,1
565,128,0.3203125,10016,2
565,128,0.6796875,14014,1
566,158,0.06329113924050633,13198,2
566,158,0.02531645569620253,14206,1
566,158,0.5569620253164557,14497,1
566,158,0.35443037974683544,13198,2
567,112,0.5714285714285714,14024,1
567,112,0.42857142857142855,14808,2
568,417,0.5347721822541966,10017,2
568,417,0.46522781774580335,13837,1
569,620,0.4774193548387097,13192,2
569,620,0.5225806451612903,13774,1
570,324,0.5370370370370371,13506,2
570,324,0.46296296296296297,14007,1
571,163,0.006134969325153374,14201,1
571,163,0.6196319018404908,14388,1
571,163,0.3619631901840491,16446,2
571,163,0.012269938650306749,16454,1
572,231,0.6623376623376623,13154,2
572,231,0.33766233766233766,13968,1
573,130,0.5846153846153846,13195,2
573,130,0.4153846153846154,13841,1
574,208,0.5865384615384616,13814,1
574,208,0.41346153846153844,13183,2
575,222,0.5765765765765766,10016,2
575,222,0.4189189189189189,13773,1
575,222,0.0045045045045045045,14246,0
576,489,0.4274028629856851,13214,2
576,489,0.5725971370143149,14105,1
577,457,0.38293216630196936,13186,2
577,457,0.6170678336980306,13854,1
578,490,0.4346938775510204,15286,1
578,490,0.5653061224489796,15263,2
579,244,0.004098360655737705,13116,2
579,244,0.6639344262295082,16479,1
579,244,0.3319672131147541,14802,2
580,578,0.5346020761245674,16479,1
580,578,0.46539792387543255,16672,2
581,175,0.5314285714285715,10013,2
581,175,0.4685714285714286,10867,1
582,80,0.7625,13991,1
582,80,0.2375,14120,2
583,157,0.3375796178343949,13225,2
583,157,0.6624203821656051,14092,1
584,90,0.5111111111111111,10014,2
584,90,0.4888888888888889,14443,1
585,620,0.5370967741935484,16195,1
585,620,0.004838709677419355,16229,1
585,620,0.0016129032258064516,16529,1
585,620,0.45645161290322583,16688,2
586,656,0.47865853658536583,16190,1
586,656,0.5198170731707317,16263,2
586,656,0.001524390243902439,16519,2
587,106,0.6509433962264151,10013,2
587,106,0.3490566037735849,13879,1
588,112,0.4017857142857143,10018,2
588,112,0.5982142857142857,13936,1
589,736,0.46195652173913043,13207,2
589,736,0.5380434782608695,13879,1
590,144,0.5555555555555556,13211,2
590,144,0.4444444444444444,15893,1
591,491,0.604887983706721,14179,1
591,491,0.395112016293279,15156,2
592,441,0.5147392290249433,14810,2
592,441,0.4852607709750567,14169,1
593,487,0.5030800821355236,13192,2
593,487,0.49691991786447637,14349,1
594,4371,0.5280256234271333,13198,2
594,4371,0.0009151223976206818,14437,0
594,4371,0.4710592541752459,15273,1
595,782,0.4424552429667519,13192,2
595,782,0.5575447570332481,13776,1
596,311,0.40514469453376206,10013,2
596,311,0.594855305466238,13760,1
597,86,0.46511627906976744,13912,1
597,86,0.5348837209302325,13181,2
598,125,0.456,13182,2
598,125,0.544,14157,1
599,143,0.3706293706293706,13201,2
599,143,0.6223776223776224,13841,1
599,143,0.006993006993006993,13854,1
600,273,0.4175824175824176,14718,2
600,273,0.5824175824175825,15213,1
601,201,0.47761194029850745,10016,2
601,201,0.5223880597014925,13773,1
602,579,0.5146804835924007,16627,1
602,579,0.4853195164075993,16670,2
603,116,0.017241379310344827,13721,1
603,116,0.05172413793103448,16184,1
603,116,0.017241379310344827,16349,1
603,116,0.3793103448275862,16395,1
603,116,0.5258620689655172,16407,2
603,116,0.008620689655172414,16517,1
604,164,0.5182926829268293,12323,2
604,164,0.4695121951219512,14049,1
604,164,0.012195121951219513,16429,1
605,57,0.6491228070175439,14199,1
605,57,0.3508771929824561,14537,2
606,229,0.4192139737991266,13217,2
606,229,0.5807860262008734,14019,1
607,203,0.5369458128078818,13199,2
607,203,0.4630541871921182,13863,1
608,1034,0.4874274661508704,16476,2
608,1034,0.5125725338491296,16472,1
609,255,0.4666666666666667,13949,1
609,255,0.5333333333333333,13222,2
610,153,0.0718954248366013,10016,2
610,153,0.5228758169934641,13205,2
610,153,0.40522875816993464,14071,1
611,1389,0.5543556515478761,13191,2
611,1389,0.4456443484521238,15213,1
612,7,0.7142857142857143,10016,2
612,7,0.2857142857142857,14174,1
613,356,0.49157303370786515,10017,2
613,356,0.5084269662921348,14238,1
614,284,0.5985915492957746,13186,2
614,284,0.4014084507042254,13984,1
615,396,0.4797979797979798,13949,1
615,396,0.5202020202020202,13213,2
616,173,0.48554913294797686,14118,1
616,173,0.5144508670520231,14651,2
617,735,0.6231292517006802,10016,2
617,735,0.3768707482993197,16462,1
618,183,0.36065573770491804,10016,2
618,183,0.6338797814207651,16284,1
618,183,0.00546448087431694,16484,1
619,81,0.5925925925925926,15599,2
619,81,0.4074074074074074,14008,1
620,131,0.5343511450381679,10864,1
620,131,0.46564885496183206,13183,2
621,411,0.4233576642335766,12323,2
621,411,0.5766423357664233,13882,1
622,581,0.008605851979345954,16178,2
622,581,0.47160068846815834,16463,1
622,581,0.5197934595524957,16670,2
623,289,0.3079584775086505,13228,2
623,289,0.0034602076124567475,14452,1
623,289,0.6851211072664359,14516,1
623,289,0.0034602076124567475,16163,2
624,314,0.49044585987261147,10013,2
624,314,0.5095541401273885,13868,1
625,111,0.6846846846846847,13189,2
625,111,0.3153153153153153,14103,1
626,132,0.6363636363636364,10016,2
626,132,0.36363636363636365,14176,1
627,300,0.6066666666666667,10013,2
627,300,0.3933333333333333,16479,1
628,153,0.0196078431372549,16178,2
628,153,0.6797385620915033,16184,1
628,153,0.3006535947712418,16576,2
629,275,0.4581818181818182,13222,2
629,275,0.5418181818181819,14210,1
630,580,0.5327586206896552,10013,2
630,580,0.4672413793103448,13758,1
631,77,0.5324675324675324,10017,2
631,77,0.4675324675324675,13982,1
632,433,0.011547344110854504,16159,1
632,433,0.5242494226327945,16178,2
632,433,0.0023094688221709007,16532,1
632,433,0.4618937644341801,16610,1
633,985,0.5472081218274112,16243,2
633,985,0.4517766497461929,16297,1
633,985,0.0010152284263959391,16324,1
634,324,0.3611111111111111,13183,2
634,324,0.6388888888888888,14157,1
635,310,0.5032258064516129,14394,1
635,310,0.4967741935483871,14651,2
636,283,0.3498233215547703,10016,2
636,283,0.6501766784452296,13855,1
637,131,0.6564885496183206,10013,2
637,131,0.3435114503816794,14006,1
638,101,0.5643564356435643,14811,2
638,101,0.42574257425742573,14154,1
638,101,0.009900990099009901,14487,0
639,211,0.014218009478672985,13154,2
639,211,0.5497630331753555,16568,2
639,211,0.43601895734597157,16676,1
640,452,0.5641592920353983,13228,2
640,452,0.4358407079646018,14452,1
641,212,0.5424528301886793,14194,1
641,212,0.009433962264150943,14429,2
641,212,0.4481132075471698,15502,2
642,138,0.5507246376811594,13199,2
642,138,0.4492753623188406,13860,1
643,219,0.4840182648401826,13189,2
643,219,0.5159817351598174,13852,1
644,293,0.4948805460750853,10016,2
644,293,0.5051194539249146,14156,1
645,180,0.022222222222222223,16257,0
645,180,0.5944444444444444,16564,1
645,180,0.38333333333333336,16692,2
646,228,0.0043859649122807015,16460,1
646,228,0.017543859649122806,16465,1
646,228,0.4342105263157895,16476,2
646,228,0.543859649122807,16565,1
647,266,0.43609022556390975,16178,2
647,266,0.007518796992481203,16192,2
647,266,0.5413533834586466,16215,1
647,266,0.015037593984962405,16265,0
648,907,0.5953693495038589,16497,2
648,907,0.4046306504961411,16606,1
649,424,0.6132075471698113,13206,2
649,424,0.3867924528301887,14226,1
650,381,0.5170603674540682,13193,2
650,381,0.48293963254593175,13854,1
651,171,0.34502923976608185,10016,2
651,171,0.6549707602339181,13703,1
652,106,0.44339622641509435,13196,2
652,106,0.5566037735849056,13968,1
653,527,0.48956356736242884,16243,2
653,527,0.5104364326375711,16479,1
654,181,0.574585635359116,13220,2
654,181,0.425414364640884,14198,1
655,252,0.503968253968254,13183,2
655,252,0.49603174603174605,14113,1
656,248,0.41935483870967744,13202,2
656,248,0.5806451612903226,13967,1
657,196,0.5510204081632653,13928,1
